sample,1_01,1_02,1_03,2_01,2_02,2_03,3_01,3_02,3_03,5_01,5_02,5_03,6_01,6_02,6_03
470.1367@5.5663996,36659,36305,37661,43710,44421,41938,40303,43207,42000,1,1,1,1,13440,1
394.1506@5.571,247290,225094,223539,249349,252617,261614,246726,250705,246908,76421,55312,72341,87026,88392,89782
476.1534@5.5714,66042,57154,58996,65232,66499,66958,61003,67731,69245,20442,15059,20292,21772,23480,22304
218.1155@5.659401,241089,213234,209550,79636,76574,78914,120029,123868,119925,84716,66783,80848,74351,86424,77488
188.1048@5.7679286,82953,69618,65187,94200,83759,72575,130294,1,143891,642984,431306,79317,67297,104428,52210
216.0998@5.8236003,134672,100276,120392,35278,37711,35223,50170,48752,51711,44152,42009,82721,60464,61695,55026
237.1002@5.851267,65629,50759,55105,67347,62273,65715,55700,53746,52817,37696,47936,41341,64527,59489,60829
262.1418@5.924308,60651,53393,54185,31930,24855,30537,38011,1,31533,30140,1,47217,38991,37291,41210
174.0891@5.9912667,580633,498990,530048,250075,234911,239257,334349,334395,339535,198387,167282,191120,209326,204259,191424
262.1416@6.0378666,69421,70430,73021,35450,40705,36377,46472,46807,33789,41251,18498,63768,55549,49529,57969
187.1207@6.047,117340,76390,73820,1,1,48127,27802,1,1,182537,187722,246929,449915,319821,408090
1076.5258@6.22,79439,69634,73428,83760,79928,85043,34705,36143,33474,76581,34049,66618,62142,62845,61971
344.1449@6.2617335,46668,43620,39589,31948,26383,29663,33719,38357,37041,57486,46258,35673,37166,42035,39258
262.1417@6.2640667,726317,655972,572517,406759,339500,331664,509954,450952,425407,916854,579911,541044,538857,602205,538195
502.2389@6.269539,29658,30831,24640,10550,1,1,17597,15662,11361,31989,12462,29753,21970,25704,24977
218.1157@6.2747335,3091833,3009398,3170682,1553845,1517344,1661317,2203714,2321367,1688526,2360597,1239164,3509908,2919470,2821139,3030177
382.1218@6.276933,37547,38802,44868,27719,28025,28346,31896,36220,29018,30904,21478,45525,39352,43457,38195
300.1186@6.2749333,212888,208583,194815,113931,119975,130579,164817,172538,135994,158712,99287,210016,192117,191604,197754
376.1046@6.2756667,36117,41152,33541,20966,24558,25098,28380,31376,22637,30008,19726,39261,34734,36552,36048
314.1037@6.2748003,26999,26012,28394,13160,1,1,19536,19402,1,18982,1,31416,25626,24604,1
458.2129@6.275533,75050,70004,72499,19900,20622,24679,40098,41962,25652,43423,15360,88904,67856,61157,69587
186.0893@6.2762,80865,85398,82684,40983,32624,44310,55628,66232,44276,62333,29081,82404,73654,76007,76271
160.11@6.3169994,163658,164849,168322,58401,55143,58558,75004,70979,69824,91791,69028,87885,86415,91630,81725
344.1446@6.367455,29819,30601,25151,1,1,1,1,20142,23530,36400,22017,26189,24140,29655,28440
262.1416@6.3684,447384,402774,353626,217382,168141,179251,236709,171915,211237,444567,290997,294164,295234,330374,287358
218.1157@6.4091334,2656594,2210927,2810184,441980,586536,581971,711041,762989,769569,616418,630317,1476589,1108680,1077745,1070452
300.1185@6.4088,179189,169416,175974,32329,43146,48088,61630,58762,70264,48008,56285,112456,88291,76903,86949
151.0093@6.4674006,923519,830690,864199,731498,641473,617281,725424,717265,766534,693983,518631,617109,826748,830248,854262
160.1101@6.496933,315097,280825,299947,101463,100131,104788,142398,144581,151938,171933,136303,163416,139143,147582,143229
1205.569@6.5025334,154112,110207,146132,126298,124955,129765,54694,67830,72897,200220,114766,208039,132709,145454,144600
1019.5043@6.5424,668686,511584,562464,618820,616876,608977,291119,303549,298308,199854,103588,191212,256225,273502,257851
1041.4857@6.5424,126650,95701,104903,121358,118375,112236,54483,54029,54404,38421,17458,32879,49486,49384,46276
218.1155@6.5764,484629,473539,385741,261369,196705,220889,304290,302758,283223,476091,311969,274941,315829,360816,334444
300.1185@6.576667,44212,44105,30976,16885,14680,15701,27047,23417,22511,38846,25289,23164,26948,29735,27926
172.1097@6.631231,195340,152433,167196,1,94361,59156,87461,71871,77059,93993,67730,78062,85028,1,75699
1262.5905@6.6745834,25152,20942,28210,34594,33460,39706,1,1,1,127015,63257,145456,106104,119296,129977
748.3755@6.6872725,262670,215787,227752,374128,359395,359362,489263,481137,463766,1,1,1,12303,12498,1
160.1101@6.6918,87546,75561,79069,31686,25348,30980,35945,34951,37549,57608,37484,49409,44704,53201,48283
1349.6215@6.7109227,52788,39562,53986,62195,60280,79885,1,1,20073,293700,167124,371988,183888,224204,222062
198.0893@6.7202663,211773,172540,194771,80869,78965,81621,85577,91864,84783,101499,76844,95952,53302,55271,57793
262.1229@6.724643,124485,101299,110235,1,43058,41422,58263,61101,53390,62822,47720,51492,56000,60873,58965
300.1183@6.7251334,156831,165965,144336,73595,70901,71467,95505,93967,94025,103602,77939,91209,99232,102419,94917
218.1157@6.7256675,2910121,2452632,2581952,1053478,950468,981983,1317117,1349126,1281918,1474593,1046996,1187338,1316471,1375549,1311996
306.1299@6.7265005,78126,66198,73735,26514,1,26558,38541,31903,39061,37724,26608,33817,35627,39847,31272
200.1047@6.7501545,95631,70581,71686,37346,33639,35750,35229,28715,1,54634,45926,58175,49865,50119,1
172.1098@6.761727,98914,80897,76970,1,1,30642,45243,34621,1,50515,1,63979,49109,43545,48687
174.0891@6.7816,1208847,1019447,1251442,197821,263407,262153,305844,318191,361484,218782,240223,507047,457733,391980,420676
256.0924@6.7811666,98419,84617,88829,19498,1,1,28326,1,33607,20470,23111,52205,42031,34827,38564
741.2969@6.7974005,65904,50594,56203,91523,87514,86889,64541,62193,57340,12455,1,1,1,1,1
275.1191@6.8525333,289994,232553,255212,35879,31744,17981,71288,69926,68549,150666,99359,33782,35061,113636,41086
232.1313@6.8884997,120506,90851,101167,30345,30899,34043,45918,45272,55296,41224,42411,29816,1,36341,35599
172.1098@6.950267,220937,183986,206377,68195,83183,80557,107530,84376,90796,132853,95661,115435,103223,102904,103502
189.0791@6.9622674,166838,136492,142497,263349,240233,233236,700924,675659,615220,226514,157651,182155,454420,441856,389708
150.0683@7.020334,77747,53316,62330,187978,165334,165578,316726,344691,338831,233640,180210,239812,327655,330779,311069
246.0565@7.0361996,1243231,1041425,1111641,569783,524842,534563,863454,888774,846127,547075,392662,510432,1614673,1636210,1562593
248.9894@7.0898004,75675,129241,124767,45514,120556,120825,89751,68858,70720,102797,87072,100869,77157,70559,114631
355.9547@7.0923996,289381,724135,783866,78267,617624,891861,315056,140617,175333,607372,212825,330930,254888,146029,522720
395.8947@7.0937004,40163,43423,1,1,43667,1,41164,31716,30254,37276,1,1,34748,29115,31703
324.9757@7.0896006,38376,48376,39017,1,51276,58026,42572,1,1,1,37133,41774,34866,1,46398
554.879@7.0937853,207981,77249,129019,1,74123,118270,215135,62838,12149,461931,17097,34972,168509,12885,77169
558.8747@7.093999,228760,461017,508385,1,424752,400796,233918,57353,63199,480181,117598,130354,157506,61586,269633
166.9859@7.094866,1.31E+07,2.36E+07,2.87E+07,5532180,2.35E+07,3.05E+07,1.41E+07,7731459,8503443,2.32E+07,1.05E+07,1.41E+07,1.15E+07,8218730,2.00E+07
1087.988@7.0953326,66360,120245,137083,31946,125202,153254,74173,42521,47081,110660,60489,72708,61692,45647,109518
445.0628@7.114534,54913,79561,85224,24452,80084,89392,50019,31568,33674,80940,36680,55662,40132,29855,62761
256.095@7.124666,1236113,971356,1084372,1124581,1038597,1070483,982884,990872,992885,1171421,856940,1118049,927858,936441,909352
212.1049@7.1243997,34790,29941,33626,34199,30765,38200,26839,31665,34164,38409,26399,32543,26554,30910,31187
360.0798@7.1304283,17180,11876,11526,21167,12321,1,18291,18367,19102,13488,15770,19336,16631,19332,12779
278.0765@7.1330905,39533,28132,29304,52589,1,1,1,43773,38595,32072,35322,35701,1,45506,30577
338.0977@7.133616,30257,1,17281,33764,16050,16262,22508,26669,25899,20767,21727,24668,24394,27899,1
232.1312@7.167933,471198,396627,441321,157258,152160,154043,238993,252580,246277,184418,144249,184597,154857,163306,161028
172.1098@7.3262663,1013621,809674,838717,329280,317428,317011,446675,392831,407010,541963,421877,519229,505479,468708,477485
270.1578@7.3341336,96346,71937,84629,25468,23184,33013,28425,27858,27875,38296,24329,34299,23476,25074,21919
214.03@7.3735003,226069,206326,218741,95760,88739,89044,162945,174721,165465,1,1,1,107392,107640,105487
276.1574@7.4217334,370026,293580,242442,287734,149196,170774,308290,271618,231697,487272,118045,147336,317429,370455,340068
358.1602@7.4023647,26780,32728,19039,1,1,1,25174,25260,1,122481,210173,114549,27498,34307,29370
232.1312@7.4826145,134277,114433,133849,36499,46455,50034,54678,60765,1,54907,1,84611,64134,77817,66635
160.11@7.6322,405941,362284,394548,365669,369917,370366,246152,250415,259573,304245,239305,300039,181309,186640,187081
302.116@7.6776357,56993,41413,55614,24236,23284,25712,31930,36003,35647,1,14843,20565,1,1,1
436.1387@7.677466,90050,89338,87286,38109,42270,50550,60358,70475,73375,30587,24985,33561,28967,30221,30349
276.1193@7.677599,189716,140595,173143,75006,77550,80822,118352,109978,122486,49521,48429,59210,56467,56751,49696
232.1121@7.677214,264301,215686,250869,116728,114994,121281,169879,167500,167883,1,57956,73036,78044,70699,80049
414.1568@7.677599,124595,103186,105821,38467,39675,41976,69589,63691,68572,29581,19976,28087,23793,24690,22750
188.1043@7.6775994,1.90E+07,1.59E+07,1.67E+07,7099578,6934975,6829503,1.10E+07,9763565,1.06E+07,5462944,4350928,5141416,5044865,4649786,4619196
1109.1064@7.6775327,81381,73703,82847,39478,37119,37638,53553,55841,53546,31147,23295,31102,26198,32094,29408
398.1918@7.6775994,518283,459528,479151,135324,141460,145230,248273,248986,253125,97034,62516,90039,74456,78832,82902
429.1212@7.677533,283637,202315,195080,75286,59036,48784,136885,108195,94549,41244,26206,31372,41794,32233,28951
126.1046@7.6776657,286653,239696,286710,115979,114465,135599,178762,175275,179982,91926,74973,98804,82752,92275,90246
210.0868@7.6783323,815931,777036,751915,438077,447682,463851,595204,587448,597424,368835,323845,395240,355947,368966,366970
442.1555@7.678066,72339,79735,68952,37747,39507,44323,48931,55835,54750,29358,24891,33692,27688,26394,31025
646.2253@7.679091,38737,40680,41834,12380,12867,14097,20756,22441,23264,1,1,10334,1,1,8172
271.0274@7.6710005,27759,20294,29608,19582,18546,15875,22745,21734,1,13462,1,12805,19701,1,1
169.1102@7.685001,745733,668766,710363,285537,1,271077,1,332957,1,542314,490199,557826,427551,450391,417819
172.1099@7.6956673,107225,98277,82690,44256,1,39723,49968,43551,1,60383,48104,54319,61614,62099,1
286.0732@7.6845837,34548,29920,1,45613,53528,49491,1,58847,42617,1,39102,47078,45978,49390,42845
180.0422@7.7351327,138383,115281,134397,86544,107598,104505,102464,98558,100942,54245,48504,87217,110243,93953,99950
396.1373@7.792786,37657,38617,36365,1,21335,22235,28527,25740,25132,29906,22552,28233,31541,26923,26863
390.1209@7.7920766,37034,45652,44688,21909,17201,1,23313,24223,23403,27772,20376,1,23715,28100,27257
232.1315@7.7930665,5010119,4414792,4542956,1630590,1552376,1562264,2137738,2181698,2129231,2547242,1703251,2218635,2210699,2480512,2308819
314.1345@7.7931337,188813,205998,199978,96857,92626,105000,117439,128560,123165,139179,106077,133638,135727,135424,142620
276.1384@7.793334,228310,204612,213288,65464,74766,75998,97315,102800,95970,108266,86157,111245,94343,108434,110433
320.1457@7.793734,117168,98954,109768,31986,33312,33987,49579,44348,44911,61096,38565,44451,49264,45853,45111
486.2439@7.7931995,110890,91799,85638,15485,14484,13646,27683,25689,27230,32792,17842,24738,30520,34421,29289
174.1255@7.816666,880303,749998,802538,305464,296813,300670,388350,387131,397849,499922,374225,477297,469774,478260,454756
214.0301@7.835067,158921,139526,153200,53485,48796,55240,223879,228194,241270,117185,81245,111937,1413633,1400860,1314148
1267.5813@7.8699336,89603,70675,76791,82640,81344,107797,37660,31689,47242,107172,40032,101597,83059,89800,91055
1245.5996@7.8696,506562,358858,393526,448456,420465,433118,218789,226945,233147,558382,227138,478561,418004,447321,469485
863.4027@7.8816156,652596,521438,529249,910689,841778,849692,804135,759147,758430,24826,1,1,50251,51211,43093
314.1348@7.897429,73359,82090,69425,1,34005,32701,43013,45652,43623,71575,50907,51143,53157,57280,54663
276.1381@7.894615,44668,50778,39598,16704,1,19888,24434,10330,22529,47860,29370,30567,1,38823,34822
232.1313@7.8966665,1177840,1021224,964767,514870,431726,462157,656644,622663,640135,978471,623044,674941,751605,821945,742859
486.1736@7.927285,33882,26789,29042,43820,40600,34368,23185,18636,1,28129,17485,25045,22242,20460,21957
172.1097@7.9836664,134065,147324,127396,53792,79488,78697,63405,53730,62154,114614,129120,228345,143428,78430,129237
232.1312@7.9904675,605171,531843,496660,270681,207029,243670,328986,319899,291179,512740,323724,320424,336841,423810,378784
288.1574@7.9942,86016,73759,70716,40137,32627,34118,41817,46283,48762,87310,46740,50650,58637,62252,51562
174.1257@8.034667,3832838,3227648,3443843,1222830,1163370,1168687,1476034,1417726,1461991,1958714,1494606,1879259,1756083,1781178,1712620
214.1205@8.139616,98363,90458,93387,33773,28317,34121,32275,1,1,87271,59271,73525,55934,63936,47825
158.0944@8.139001,690946,581808,627363,631056,644368,623297,614389,600968,542101,508309,263070,462834,514785,515258,1
288.1573@8.155667,172345,141120,157472,68505,60113,55764,90966,91299,82079,106194,47763,70872,100247,108113,99959
290.173@8.2014675,394086,323566,271676,335325,184593,190180,392633,372414,316562,512306,81447,118683,321872,392089,330247
372.1761@8.201417,40021,27416,32869,37231,1,30034,44015,32044,33109,50229,1,1,37347,41700,27411
226.1205@8.212308,101373,85502,88672,1,29372,1,40281,40899,37110,52499,43452,59950,44996,44182,48287
210.0892@8.226214,37043,29836,34085,27656,24587,1,76423,70209,77779,78108,59394,72327,55556,60045,56954
172.1098@8.264935,216995,169814,167627,66594,74212,66952,91490,95915,103701,111979,87772,95034,119626,106086,115825
270.1083@8.279,119672,109354,134278,30668,33947,35578,37978,43349,47891,1,32727,66756,62036,53010,59525
188.1049@8.2800665,2170098,1685807,1960676,296804,398526,388064,534165,495505,565211,373454,421011,878018,773643,655524,706091
250.1226@8.2813635,93450,71489,91196,1,14953,16165,1,22569,24154,1,17983,36260,28705,27244,1
260.1622@8.2986,73684,64033,64020,27522,26277,1,33757,1,35455,1,1,1,38473,36581,42775
386.1733@8.343333,46962,41070,42118,12591,1,1,1,19337,15798,29709,23126,28141,23225,23660,25047
602.3276@8.342307,157500,129622,131651,1,21528,20568,37494,1,37386,89410,47399,70394,62234,73761,69393
334.1805@8.341066,74350,70860,70375,23374,19393,19383,28326,28150,29542,61194,38202,42522,42420,47808,41512
439.0721@8.3413,28979,22259,21414,1,1,1,12332,10800,1,17054,13471,10754,15431,17041,1
290.1725@8.3424,6514901,5616602,5669444,1970666,1795406,1815898,2602080,2474506,2450376,4305995,2944507,3576970,3650713,3806284,3586169
316.1697@8.3426,264983,250049,258177,83495,76689,76241,101288,103912,106242,167943,121746,157007,140639,151414,155757
360.177@8.343857,59683,55048,58798,1,13659,13932,21069,22589,23393,37259,26582,33713,33390,31063,30865
372.1763@8.342733,285476,252498,263318,133992,128716,128389,164852,166852,163682,226088,185654,216201,219056,208312,216195
684.3308@8.343,22503,21023,21434,1,1,1,1,1,8323,18825,10534,17040,13763,18035,15259
448.1624@8.3432,40524,41456,38320,22155,20745,18889,25245,24161,27798,36736,30209,34825,33466,33819,32776
403.1064@8.343333,109444,84749,75886,41711,1,26448,1,41669,32163,72537,43089,42538,1,58077,46807
530.1651@8.3441,17345,18488,19938,1,1,1,14143,1,1,17711,16045,17639,16361,17356,18332
454.179@8.3432,44951,44903,45122,24362,28994,27820,33803,31855,30374,40595,37958,42194,39226,41396,41352
244.1311@8.369462,103717,1,93014,35184,1,43713,72649,60971,61429,64276,43534,50753,67555,68265,60583
160.1101@8.381933,173565,143085,161355,189657,188227,193302,185938,185867,188327,159641,119337,140157,154785,165659,155788
246.1464@8.400666,141884,132648,115420,49183,45064,1,90392,80923,92396,1,1,61897,53714,48409,48407
174.1256@8.413666,602975,544228,559856,209674,196154,192323,235975,228246,231144,392926,294783,368595,321260,310296,305420
290.1729@8.498818,31785,78097,1,30639,1,1,25032,1,37217,79642,41590,44375,57904,82425,46378
246.1467@8.614273,147239,152921,130284,43305,44544,1,1,50611,1,44964,1,105248,82933,78208,79197
240.0998@8.647533,81881,75134,81690,53357,45643,46703,43341,41707,40597,41232,29392,40255,41321,41951,38652
1433.507@8.6795,43641,1,1,26273,40662,44863,1,1,1,146465,58343,164179,63577,71978,69781
1448.4695@8.6862,106826,35595,47423,68269,46808,65569,1,1,1,1,70281,1,88700,101303,87823
1395.559@8.6842,2532919,1160566,1457953,1827241,1701292,2109145,667662,675898,812585,6082607,2327193,6424046,2574509,2835289,2941472
1281.4532@8.68575,72586,29481,42668,75229,82296,113198,37752,37087,60035,41095,1,45373,1,20551,1
1417.5405@8.685333,390696,169427,214878,270173,255352,313578,90656,103844,130528,870252,376459,1101919,371979,409584,451724
1237.4897@8.684934,2078268,737479,900656,2120799,1913036,2299644,1205010,1069481,1288057,1130213,442851,1142391,619114,642476,616523
1439.5219@8.683572,119449,44101,62152,69749,71360,106836,1,18589,27715,287228,121419,338785,106414,137136,147691
1259.4716@8.685866,264964,123152,138345,316351,303376,351217,160864,148594,198761,155340,61485,160964,78749,91369,92857
430.166@8.683134,81918,61370,62653,56173,49381,52482,42371,35882,35940,59445,39307,58533,87735,86271,79033
