sample,1_01,1_02,1_03,2_01,2_02,2_03,3_01,3_02,3_03,5_01,5_02,5_03,6_01,6_02,6_03
224.1027@8.97,69848,78355,67278,38210,29820,40118,47963,40722,51361,1,25887,33240,1,1,23070
202.1204@8.974466,1210338,1025757,1059933,495629,454633,474914,669225,629704,628460,456158,358461,447510,361518,362714,342704
214.1207@8.986799,217270,183914,189255,143348,140535,146410,68299,72741,67014,81113,59816,78220,44858,39912,43459
304.1888@9.005667,132019,120020,110124,43820,47077,44865,68955,64602,63370,89303,57341,71687,67351,74370,75502
290.1541@9.0198,811773,898900,757713,432108,637162,433330,631991,593881,556933,933134,624632,666232,673742,793426,678822
170.0944@9.026231,58874,54839,53544,43763,1,1,52793,52313,47499,84171,55418,45637,62349,69547,72773
188.1047@9.023867,254156,350248,222232,155030,143182,149864,145137,140956,221265,310396,164481,252326,249913,275054,272633
246.1461@9.016534,2.29E+07,1.87E+07,1.60E+07,9932625,7999357,7649093,1.26E+07,1.14E+07,1.10E+07,171291,1.91E+07,1.74E+07,2.15E+07,1.57E+07,1.34E+07
813.333@9.020846,43930,34270,27129,8911,1,1,16273,14740,11054,36599,17783,15930,21215,26772,18665
334.1613@9.026533,535951,765208,668744,396919,314069,354699,317203,479663,333792,736831,535753,537505,362066,582420,566950
498.2683@9.023637,38246,39207,31461,29693,15764,23083,1,1,24140,60122,28650,38963,32867,1,1
545.2049@9.0194,261500,191704,177129,83166,60079,51174,120057,97953,89646,225541,110586,96502,143938,147816,114851
782.4036@9.019867,111583,98580,85627,38209,22777,27517,56205,51188,51021,105170,61386,60518,71512,88099,82567
426.2102@9.026999,40141,30683,29441,1,1,1,25409,18418,1,36342,20628,1,39851,43396,24768
776.3874@9.019667,72829,69903,54879,16930,14626,14262,32067,30664,28495,71298,36467,35865,40051,52913,47298
514.2754@9.019533,664493,584457,489694,301459,188128,195137,358984,330757,321622,629643,508757,375767,438408,493656,454135
1044.5149@9.021334,34260,35858,27704,1,1,1,10894,10470,9670,34258,17360,13834,19766,21897,21606
1167.1483@9.024334,53204,88992,66204,28749,26079,37775,33443,33503,44569,61908,43853,60015,45805,48826,60527
282.1234@9.019601,259476,136232,192188,80832,62955,62850,152712,102702,114782,246767,107143,116726,125227,169620,137422
360.1579@9.027533,132707,227691,130530,105306,62313,64872,77711,127959,86914,99757,137816,123824,129585,146430,153281
329.0694@9.022168,38804,1,23638,16044,1,1,12285,20922,18142,27764,19699,17666,21260,25696,18197
1050.5312@9.022,31139,26149,19823,1,1,1,11525,1,1,29081,14043,13633,14957,21588,19579
390.0986@9.020467,92643,76676,61154,85430,74010,73151,66768,60702,57647,101295,67570,79652,73147,72816,66662
126.1047@9.0266,328865,315118,317770,158037,153364,103070,206653,211320,209647,323613,226503,245041,160616,293085,268427
352.1289@9.027667,62593,60491,52694,1,1,27463,22737,22784,38346,44731,30456,30464,1,55904,31864
419.1005@9.031,213048,153126,150884,116567,87386,1,1,109552,92141,183283,39303,85447,63184,1,78225
590.2611@9.033334,66993,61171,41199,28451,19700,24067,41419,16103,30085,67494,52730,50604,54266,58791,36314
423.0949@9.052181,67290,54645,31244,1,41961,1,24534,44918,41927,38661,1,25245,59547,1,17074
328.1499@9.046084,483669,1,1,422311,386880,430505,478008,441913,443899,535755,515165,492905,504850,1,510510
782.4037@9.083454,43537,39983,29841,1,1,1,1,13582,12100,44727,18803,21587,22699,28046,26317
545.2052@9.083917,113223,85101,1,32388,1,15383,44811,32855,1,99803,40747,30001,57721,63192,42829
514.2753@9.084845,296902,283187,210503,1,64882,71196,141666,128816,110601,302116,1,162330,192105,212335,194291
246.1462@9.08075,1.01E+07,1.06E+07,7900628,3888318,3319742,3808914,6312743,5611857,5268178,1.96E+07,1,1,1,7113231,7385325
142.0995@9.126416,129799,124041,109984,143744,125528,129326,58701,59707,55084,52209,1,52929,37772,1,1
214.1206@9.131399,81808,60146,78636,39841,38415,37724,24787,21777,26319,1,1,1,1,19440,1
1089.4987@9.150533,424958,264351,326518,518321,500556,565226,479773,437656,517462,49779,15222,43498,54153,52460,53612
304.1887@9.2038,222470,203199,197142,74246,73358,73157,88278,87348,77109,236235,156673,199769,193867,206578,204062
181.1101@9.212333,151870,128800,130872,169258,158302,167272,197664,186559,192501,180503,143571,166775,206778,210642,190709
463.1844@9.265768,56101,49665,57169,62006,58201,52806,18324,16157,15838,11638,1,1,14631,16899,15817
542.2725@9.299467,146256,124589,124373,109639,78871,78563,115413,109131,105638,97186,57431,82542,102693,100772,95500
240.1363@9.308001,44872,51762,34978,1,1,1,19467,10056,1,16473,12643,33085,18331,17442,17506
544.2875@9.345143,47582,42212,42414,1,27168,26310,39525,36644,40871,45264,26636,34070,37527,32197,32608
188.1412@9.347266,300650,258544,267326,95664,93697,101575,120713,117177,115821,180384,146941,176407,142538,162043,145081
540.2572@9.389267,65924,54306,60312,33754,32541,30590,25586,26728,24841,34898,17651,25890,33147,30880,32467
439.0892@9.472231,39055,29781,23201,50992,1,37857,62017,54220,49886,50689,50982,38030,69543,55006,1
594.3417@9.449834,66270,51580,49322,33696,27692,28207,14785,14296,14460,1,1,1,29091,28785,26895
366.1267@9.466908,44408,47628,46219,54389,59540,1,60872,65839,1,61711,1,79935,70175,27171,1
226.1203@9.452416,93885,72914,82445,43600,37548,44674,42861,42778,1,32294,1,1,58298,63375,53696
584.212@9.4772,15022,25331,26034,10094,14307,13633,17827,17932,17074,15418,15110,24778,18217,19015,19392
342.1161@9.480799,32544,31178,33350,1,11562,1,1,16617,16978,1,14941,21438,19334,1,19906
502.2091@9.478934,70476,75526,79313,21422,24184,24308,31787,36869,37452,28003,33766,55081,47954,44022,46734
170.0942@9.479934,316778,292822,327345,65391,91206,82739,101129,111482,127604,90843,100912,197196,163857,136406,156861
426.2232@9.479,692978,632049,718581,92405,136835,138399,186200,214165,227326,151901,171338,439160,327973,276979,326031
650.3256@9.479429,127365,114944,135073,1,18097,17043,24725,32367,36721,20795,25208,81719,57104,48216,54832
284.1237@9.479334,435401,447174,445327,244813,286506,275184,308256,327845,333038,294832,305857,411220,367625,335135,376621
298.1086@9.478932,332625,309997,330591,96161,123750,113889,129419,149162,153131,124054,128856,232388,191566,173071,192183
1123.1226@9.479733,87322,86877,92632,18574,26510,24770,32481,34914,35990,26891,29066,60829,47942,43220,47916
126.1047@9.479734,823551,772879,891315,167008,233858,235461,267499,302116,325765,232575,252667,548908,400056,375876,435536
202.1199@9.479867,3.03E+07,2.67E+07,2.86E+07,5288987,7181414,6640436,8818510,9116947,9723265,7435823,7934451,1.62E+07,1.37E+07,1.14E+07,1.27E+07
644.3087@9.479787,121075,109525,123072,1,13291,12109,19113,20565,25075,13007,17882,60212,43973,33904,38048
508.2259@9.479135,96989,87082,93233,22443,31552,28362,41857,43850,47483,33944,36625,71426,58104,51024,59862
308.1457@9.480334,882608,898367,908663,249559,342018,314136,379044,404950,432573,339804,360434,632944,563462,492088,535831
454.2419@9.4808,113614,115974,102747,31508,38672,31809,44918,43750,49354,41447,42896,76514,68120,52083,52313
394.2386@9.481867,143148,132169,130928,35160,48784,44265,57208,54857,62515,50202,52826,91406,80390,66102,75410
334.143@9.480399,70630,60258,61463,19417,23416,22101,24480,30610,31041,19743,27748,43026,35328,32424,36565
264.1382@9.484532,1540462,1326050,1426247,369913,490061,449707,683132,658466,708305,592009,581056,974143,895176,801928,874056
378.1492@9.482273,34222,44248,40621,1,14143,15097,1,16588,15728,1,1,26310,23438,21603,22388
581.1898@9.480273,41347,32812,29427,1,1,1,15383,14155,1,12867,11988,20203,23279,17960,16471
630.1258@9.478499,45543,53355,92539,73862,72685,72793,39365,26892,1,1,1,1,26290,1,37124
766.375@9.490428,48765,36394,41562,10333,12905,12482,15687,16980,19875,14822,1,24429,20813,20134,23364
542.2726@9.4986,693615,576748,581428,421206,395567,367766,464077,414047,418307,464512,294000,391740,488309,476901,458243
254.1155@9.504333,197984,173280,174160,79229,81455,76173,52688,48081,40148,47598,32318,42112,110041,119131,110569
624.2756@9.506693,17914,20652,17225,23710,20288,20000,21934,17858,19426,22726,1,1,20974,20450,20218
442.1125@9.475499,12394,11043,10812,21116,23680,24142,26321,27577,25027,12257,21356,12341,14611,23617,1
482.2515@9.609533,51298,47312,46216,73823,74838,69023,42613,41542,42649,96831,69592,82682,46678,39791,45798
526.2776@9.647067,88173,74161,36312,42862,38851,17643,21275,36702,32778,47231,32964,20001,41605,42019,34776
166.0992@9.6474,156994,1,1,61358,56918,30609,1,54508,26525,46524,1,25372,1,56694,64035
188.1411@9.666333,107808,90567,95096,38518,31756,29882,42925,44624,39779,79404,59436,76107,49678,60684,51911
480.236@9.6672,47738,37655,33080,19088,20734,19125,33007,28132,28758,31512,17816,26467,30052,29104,28834
214.1205@9.6709,14320,14803,1,1,1,22242,1,1,12340,38356,37828,43253,74917,84377,79948
420.2148@9.683133,71848,56664,53286,54923,52451,46532,49312,52095,49262,48941,20714,32337,44591,49206,43700
230.0614@9.685866,244775,213589,198522,762291,748210,749675,1840760,1695191,1657954,1280517,918629,1198337,3082147,3031198,2992633
296.1392@9.711801,56268,33506,38761,19753,1,1,22664,1,1,40997,1,21326,27089,33078,33384
374.1742@9.713533,59796,52032,58561,17369,18436,15483,20456,19533,23212,29372,26251,31283,24338,25585,29128
542.306@9.714153,108299,83628,79754,1,1,11606,19312,22435,18910,42555,19050,32114,30650,31613,29894
304.1698@9.713599,397733,351378,344927,122534,120034,121110,162632,155556,146874,214746,166231,204673,180904,200117,195730
260.1623@9.713334,6709361,6001650,5560133,1942566,1807653,1725715,2784986,2559923,2586446,3771125,2655992,3179688,3261647,3273323,3069692
348.1769@9.713532,216423,219042,195499,66985,60395,59535,84492,83114,94054,127360,88220,106150,94533,104592,94759
418.1526@9.713428,65349,1,66238,24590,20334,23183,28811,29346,26696,41513,29295,35911,36291,30897,33564
342.1653@9.7132,218847,202150,215753,93145,96847,96857,123901,118709,128306,156885,122268,147923,140848,146965,153258
424.1687@9.7138,45029,39392,41977,22761,19916,17889,27278,27132,27294,30398,28763,29475,30811,32949,32944
622.3717@9.7375,78545,57685,47216,14512,1,1,21220,16653,16271,1,8159,16296,18159,19116,17350
174.1255@9.744573,69659,63147,64596,46010,42089,45440,47431,1,47416,61737,55549,60277,60931,53159,49975
452.2413@9.7585,21186,21121,20695,15138,12678,15311,17013,19188,18274,13239,1,13995,13073,14782,14861
398.1858@9.757924,43909,19145,36690,20560,23214,16754,26129,1,18638,15282,1,12404,24016,16362,13344
422.2305@9.7606,530103,466210,474276,364930,344012,323007,354978,346533,352507,314823,193135,260235,277751,301128,281721
318.2044@9.762134,154331,137614,130636,60075,53158,52826,81565,73210,85032,107830,76335,96002,86697,90568,91019
504.233@9.764285,35769,22561,35991,27809,29263,31890,31363,30825,32542,26403,1,24179,27273,30394,24759
386.1763@9.7716675,429203,354357,333513,423677,389136,375930,432200,393844,405587,365187,270063,328510,428182,399365,383505
622.2597@9.785601,41168,29074,36362,34874,31210,28866,34302,39976,36027,34506,17367,29709,43448,37720,47432
540.2571@9.7838,579635,358958,482144,428580,394873,385922,529889,513804,414933,459116,261818,392815,531887,583508,534996
404.2048@9.796167,53197,41560,37876,19496,1,15885,20018,1,20777,1,16925,29812,20135,24909,24200
166.0993@9.83623,123702,1,106987,95048,96192,99552,36238,38431,38213,53482,1,48594,54000,47890,46873
332.1835@9.8529,54114,37485,36844,1,1,1,12172,1,1,29537,20321,19353,24944,31021,30805
526.2776@9.856734,358726,304429,300802,140670,133145,130040,154707,150837,142290,160238,111046,152189,172157,179767,165257
482.2515@9.870868,216791,164488,197092,158703,148306,133208,211452,205357,210800,200096,153068,190266,215602,220891,213881
528.2204@9.876666,135456,118118,106703,124392,121560,115216,58552,59028,52074,79272,53484,70096,81914,82446,75119
200.1413@9.882215,66444,62751,55310,21670,17068,1,19726,19935,20202,40030,28339,38733,36179,29035,36946
342.1651@9.942693,71587,65708,56428,1,30083,29532,44864,37921,43972,76342,1,58720,56346,57265,57074
480.2358@9.9386,23444,23094,23092,24191,23395,20496,19414,21940,21010,36441,43087,38821,23865,24447,23986
348.1772@9.946539,55935,49713,40857,21178,1,17266,1,25288,27645,54896,31438,32814,34184,42224,35274
260.1624@9.945533,1572376,1452567,1165945,636183,546788,520250,871828,782733,765294,1577745,1008722,941154,1064815,1126895,1019797
364.2098@9.938868,91455,109711,75839,65137,48118,47860,71888,57415,60154,274429,165802,125994,143188,167729,138079
386.1764@9.939601,405723,340393,334774,763168,718492,689801,752667,670268,681954,484216,349232,433356,589295,549407,515863
304.1695@9.949334,103483,102474,88840,46217,35812,44603,56892,62179,50649,100184,66307,68227,72563,81671,75500
352.1789@9.952917,32959,32977,33259,41242,44688,48409,46559,45231,43460,16488,1,1,1,12643,16218
184.1097@9.956272,59309,46653,44569,1,35098,1,34100,1,1,47809,29408,40688,56566,48146,43162
318.2044@9.960466,161397,144279,153370,64862,55654,59831,61791,59276,59890,280588,205421,259806,218952,227253,213187
216.1363@9.974467,1246601,1089364,1170170,478776,493268,505696,681001,664580,659726,522316,400671,500727,417811,421181,414872
186.1255@9.977334,317129,222884,192874,367816,356047,353339,272256,273572,276980,337453,263272,315262,399072,362786,405972
540.2566@9.973091,20538,21163,16043,15765,14184,1,17945,19917,1,13314,1,1,21301,21335,25852
238.1184@9.978867,106606,105171,61538,34340,43097,38190,59814,65630,56473,46291,32930,46804,40145,47075,42343
200.1414@9.983299,31414,34310,34801,1,1,1,1,1,14525,19984,17756,20997,19477,22262,17796
330.198@9.984082,24140,1,27093,37920,12923,27008,27678,27603,17097,28005,36767,16297,41241,1,1
384.1607@9.983601,70791,84753,73053,122743,142526,156177,102104,102011,93840,108189,180241,208917,95484,102340,95791
272.1623@9.997357,83564,71075,66197,23687,21280,24078,32976,33161,1,46462,35084,36717,41626,45808,41197
290.1729@10.009001,25144,75227,34935,39501,138919,145288,1,1,1,33862,1,1,67268,12093,106505
420.0707@10.062155,22573,14547,19969,9428,16093,24809,21741,22044,21644,1,18547,20166,1,24449,24697
338.0683@10.060267,53147,56207,59118,60797,61106,56353,55453,56452,54890,46662,44262,49368,53335,55338,54107
533.1114@10.057665,146616,102978,91670,103512,83521,71851,71616,61617,50285,40894,18748,26188,56625,56000,46043
780.2275@10.05775,30122,26230,28156,19699,19865,21579,12952,10926,12700,1,1,1,11527,11987,11409
546.1451@10.0574665,63607,56370,62536,54800,58387,58586,43758,50150,47150,35454,24782,33691,46847,47296,52778
502.1815@10.0578,361745,298417,295209,261801,250294,266131,185933,175264,173574,105859,58329,96692,162405,166742,169623
795.1925@10.056727,40180,26755,25525,25368,22606,20076,14325,10612,11002,1,1,1,12516,12021,1
240.0992@10.058066,1.80E+07,1.58E+07,1.56E+07,1.47E+07,1.41E+07,1.42E+07,1.14E+07,1.10E+07,1.10E+07,8270064,5881425,7774173,1.07E+07,1.09E+07,1.05E+07
340.0254@10.055399,38989,23563,19313,33456,17030,15469,21057,1,1,12689,1,1,16348,16278,1
1161.101@10.058469,94064,96690,91625,84211,83324,82844,70289,69996,67000,55799,42654,54717,67847,73954,70087
196.1098@10.058066,577768,509254,511046,422328,436721,469195,367222,343276,375393,251946,198147,265347,339299,349312,357428
518.1469@10.058001,69443,65425,63752,59417,62190,58353,44355,47110,41679,27034,20902,26688,37168,42955,41712
152.12@10.0582,61221,57594,53406,52735,51619,49666,38218,38000,43972,27662,23087,30021,35102,36032,39553
540.1287@10.058667,42147,48808,51272,48059,41015,48068,34018,37974,40782,24971,19068,25745,34118,34667,32806
322.1028@10.058867,146454,145057,145014,143074,141477,136352,141215,126314,133859,109410,96022,110842,128104,126317,129062
262.0817@10.058467,486436,439652,446484,422103,432799,425558,366194,364163,371105,293388,217989,278823,367259,358440,357090
802.2092@10.05723,28480,24016,22377,18028,19402,22283,14541,14311,14573,7447,1,1,13399,13316,12417
346.1988@10.073999,39883,35999,31734,15302,14830,1,22830,1,22217,1,1,22752,15223,16069,19487
344.0849@10.059867,60291,55377,90572,84864,59381,88162,78869,85757,87247,75318,64260,80282,79951,79207,83212
298.1416@10.085501,37258,36140,36384,48891,46429,42207,32136,37535,26855,34459,1,34622,42060,38824,37132
272.1623@10.087734,135019,130345,111075,44554,41047,42517,62183,55975,52911,92518,65380,69626,78837,77267,75526
166.0994@10.115358,1650785,1445426,1373022,1169291,1116438,1125079,1,449166,439741,567062,428556,556817,419301,402291,398752
388.1919@10.110134,72376,55475,58502,70014,67432,63530,73653,63772,65916,40789,28712,42452,65305,67370,58203
426.2615@10.1426,72758,63501,57237,23869,23704,24090,47919,43157,41447,39704,20909,32018,42408,40508,36619
542.2725@10.15743,255640,223811,217115,1,109212,104391,170197,164216,155478,156106,105392,136754,186760,169544,160054
776.6852@10.197201,63102,50543,50854,57732,51784,52428,53115,53495,46631,51140,34912,50637,51751,53251,49968
418.22@10.219132,88255,67788,75559,25668,19028,30985,41529,35869,32966,48299,44678,43219,38637,41865,36619
228.1362@10.235153,83521,106120,90768,55610,56702,51745,37826,1,39952,51424,37799,48677,31677,33038,1
188.1412@10.231134,740221,643191,652198,397565,392026,395683,459420,454825,455707,438572,336309,409008,246181,253788,245197
353.0934@10.227,79485,61898,46847,219285,186789,169807,54890,49035,45849,29569,1,19456,35758,34343,28957
254.1515@10.245616,81336,76921,1,31757,40029,36705,51057,42330,47455,71821,57694,88035,52330,1,46402
272.1621@10.252858,170489,139981,142634,77677,72419,71242,143074,135991,137725,77624,56818,89153,66388,1,71409
416.2047@10.250333,58150,52725,55173,51466,43302,47372,100725,99161,112966,119814,75666,106221,91459,100304,101610
156.1153@10.258728,75730,1,62206,23889,1,1,36567,33460,30409,45381,35139,47558,1,37225,35351
166.0994@10.283934,855478,694008,699280,710772,675149,709852,273214,261002,249738,307383,212631,282970,250825,230743,226837
216.1364@10.283866,77182,65068,60327,25283,20865,24327,31768,31072,29490,67858,54316,64374,42591,38811,40964
304.1888@10.289067,138374,120188,133356,43670,42666,47464,55797,56308,48206,89621,69321,78724,74939,82265,80882
476.2615@10.304636,79218,62705,65921,1,12791,1,19595,1,26659,66014,1,34393,45110,42699,43745
214.1568@10.302401,48180,35629,37428,1,19655,1,24536,1,29947,30710,1,32306,28533,1,36807
388.192@10.307428,71650,58828,67146,144012,133590,131029,156824,150036,144660,72728,1,64368,124048,118884,111122
202.1569@10.3184,159403,148702,140744,48956,51159,50714,71363,58137,62851,105581,78273,100431,83827,75950,76153
538.2575@10.331332,34255,29609,36737,25951,22367,26508,137697,137638,146385,68017,25270,50164,22773,23123,29888
144.1153@10.328466,434548,412883,414923,574582,558843,587200,414982,421178,385461,607191,510264,596884,342204,355122,366274
226.118@10.326546,25289,1,1,34928,32454,1,24374,23416,30502,35554,1,34065,23644,23262,19355
189.1186@10.326539,95551,1,1,159294,110747,109542,109613,129450,84048,74361,231105,158847,129502,92977,104243
237.0859@10.326266,463963,360920,409924,759042,530489,614610,480649,624031,356442,370917,1204696,784333,617989,517021,551382
580.2317@10.333933,31964,64664,58142,39673,54164,63463,118314,91706,148559,161104,30937,96537,36768,36716,70150
384.1606@10.332134,37416,27497,34183,29594,37078,34245,31038,23265,21309,26813,21047,26158,40243,44875,39545
299.1918@10.366454,45906,39538,37019,28340,21140,20353,20447,19936,20729,20373,1,1,1,13987,1
168.1149@10.363787,195342,242388,176019,130194,147424,126898,88311,89498,98061,126661,92249,1,114266,106919,101456
156.1151@10.402858,182293,167833,167830,1,59507,68994,85672,82753,79745,124450,98685,111719,111822,116109,102975
446.1955@10.387857,58721,47634,47774,83167,79646,88390,67084,74720,73293,36686,1,38446,52924,44037,58242
414.1712@10.395466,37030,30058,28213,42273,46093,39025,37762,32591,34730,42754,33534,46726,177949,172522,167607
298.1394@10.405,65511,50057,62969,1,13301,14969,1,23103,22592,17572,1,42997,33875,29583,31623
322.1614@10.410334,104496,89323,95101,1,20683,22957,26963,1,30197,1,24681,55175,44441,37217,37241
216.1364@10.408466,1413595,1267214,1517179,231787,309688,292555,352183,376338,408674,351483,383145,846124,636350,545305,612071
278.154@10.4082155,123857,106886,129709,1,25256,27744,33216,34016,33153,29321,30267,77087,56863,48326,50607
332.2195@10.417287,50543,36066,37369,1,15224,16832,27540,23774,30161,35183,34401,37920,28037,37077,34814
438.1838@10.431333,11751,15119,14276,19635,19143,23424,1,1,21989,1,15845,17005,18121,14391,20682
252.1363@10.426001,98796,73900,78100,87318,76592,84061,78662,71132,70167,52008,1,56954,66081,65636,65573
356.1811@10.4344015,115085,122265,109606,128170,125055,124017,135905,134348,131343,132154,146391,112650,132186,130598,120879
524.2255@10.429231,34041,30461,25494,28495,1,28756,33996,30353,1,34032,22000,32629,18831,19879,17060
388.1896@10.4399,84913,69946,72497,1,1,1,57359,1,93166,69520,64912,75245,64771,1,68060
380.16@10.4688,45451,57479,36091,38464,46617,46787,42899,51782,45073,55451,54006,49082,53937,56110,57761
422.1656@10.467268,17828,10897,11862,23732,25795,24783,29405,26033,24037,27113,30592,25776,15959,24881,26751
638.4025@10.454909,51867,33931,38469,1,1,1,20968,21090,17976,17601,1,13607,23626,24430,25112
378.2251@10.4608,25040,1,24506,11877,1,1,15459,1,17634,27492,1,28561,23402,24035,25218
396.1627@10.47107,79775,1,90091,65438,68579,65271,70409,73625,70638,84671,76728,77975,72962,68885,72710
170.0943@10.47,63555,70782,72496,1,1,34980,38571,44256,43530,47700,41635,48642,43186,48888,53498
188.1045@10.469533,112571,90947,143743,70739,70818,78792,60284,87712,99734,95402,93965,104320,101415,110306,101012
844.503@10.469399,28500,27283,24644,1,1,1,1,15176,14992,20486,16419,17475,1,15146,15777
599.2718@10.469417,41977,35134,1,1,15006,12385,1,20193,16261,29692,22615,19888,27032,23638,20698
897.4272@10.468266,140841,116679,104569,48759,40235,35344,74340,59617,52766,95020,64111,69536,77248,66862,63888
418.1108@10.469001,114051,66184,50237,33167,23970,19110,45859,1,23112,54639,32342,27420,43816,31114,22583
374.1034@10.467001,62609,30468,27423,17785,1,1,25601,13727,1,34488,13016,13117,21603,21322,1
601.2676@10.469067,743550,596066,505243,319959,249482,205369,406521,342485,301786,518292,359222,339480,451631,393683,322921
666.3389@10.469733,43789,48245,54613,19672,21657,21718,30300,30279,30009,38058,32665,37095,31480,39350,33737
454.242@10.467539,50485,42892,48102,15990,1,1,27184,27845,25382,30239,25804,26854,34117,31537,33556
878.4534@10.468466,178613,131017,101209,47075,42871,29497,71605,65772,54403,106025,59880,54780,89416,62069,62438
596.3345@10.468801,100257,93117,93389,33883,33248,32859,47262,50010,48291,62838,48819,63012,58106,59670,59357
354.1623@10.4694,62309,54106,68493,28479,31359,32330,35288,36960,40268,53222,36008,46714,42184,51832,50941
526.3014@10.4681425,61810,62091,65261,57786,53185,61160,49542,44178,51841,70002,1,61699,59970,59294,58943
1156.6399@10.468333,107418,109850,109132,42066,38723,39134,61733,63721,61357,88017,68844,82688,72230,70999,70384
570.3383@10.469067,1778842,1642803,1679652,748503,744311,791325,1012212,1025750,1027059,1333319,1077227,1278827,1148398,1175008,1190620
1162.6573@10.469466,62741,64442,63276,26673,28463,29360,39463,40252,41965,51627,41967,53859,43500,44117,49053
410.1784@10.470693,33846,1,28372,23613,19197,21509,23838,25152,23011,28945,1,22920,25010,26999,24684
866.4976@10.468533,287452,286155,270673,127382,126288,127271,178819,175540,175665,236413,193279,221297,202061,200600,200658
310.1548@10.468999,1177210,1065964,1031909,441392,395828,419593,620995,597383,664556,896505,571599,901311,723112,772588,733759
860.4808@10.468733,232561,228257,222415,88921,89732,88522,132417,129825,129811,186089,143743,162491,148470,151541,146984
1452.799@10.469232,45871,44748,43550,1,1,16963,24325,26049,25365,34860,27159,34239,28073,28556,27886
574.3526@10.4694,197276,191828,188811,54478,50952,56751,77733,83987,82154,125252,93859,115707,96036,103841,103722
1195.1793@10.469601,170566,177904,173359,82247,86680,81847,111079,109725,102605,134591,111914,131595,119911,131141,123614
645.2746@10.469199,75757,60358,52846,28195,22851,19477,33703,31966,28647,47636,36283,31315,38908,36859,29869
126.1047@10.469266,300039,299537,335746,141871,149610,175930,169442,193127,208516,241089,212867,276843,213137,245205,252807
556.3421@10.469068,104977,99886,108183,29897,31501,32966,45779,50667,49337,71655,54716,68900,57736,63303,61294
318.1858@10.470333,2704549,2742031,2842318,1720494,1694805,1751885,1897435,2022540,2029096,2356218,2084564,2300169,2090058,2173875,2169513
364.2091@10.470461,236465,253865,243022,1,1,125899,167545,168895,171308,204808,170641,213269,193343,206069,190584
626.3469@10.469465,105557,118941,135087,33294,35005,39592,48418,54730,58762,71486,59168,76666,57965,72167,64088
919.4088@10.468667,47589,35818,33229,16319,13977,11972,21711,21503,17893,32019,19472,20969,27585,24949,16216
372.1957@10.4706,48730,62260,60948,32179,41336,43194,41601,50944,52085,50006,46783,60242,45052,50252,61289
438.0623@10.466933,80025,65360,65541,30094,30241,25509,23398,22736,22438,42307,26335,37616,47594,41563,37317
519.3226@10.473092,16050,1,1,17614,1,22326,14755,13895,1,68221,46771,18103,66299,43222,67142
554.2365@10.479334,38649,33880,31565,30949,29738,29804,19998,16727,16092,22578,16100,20747,21658,22550,19438
444.1632@10.479181,66803,64452,58682,31027,28085,25998,1,1,26269,1,1,16390,31852,35755,30593
362.1927@10.476152,607344,652053,1006124,1,854136,778136,868512,847466,875995,1,914991,896181,920345,871235,880783
404.2046@10.500799,182800,165966,130370,117334,81845,88020,139590,121414,122704,215775,121903,118576,109717,127714,112604
334.2143@10.495866,26151,22872,24502,57203,57355,63469,42898,40563,36672,41749,36187,40258,157110,172148,155345
447.132@10.488214,96698,79681,68800,136236,113511,70193,113794,91499,1,83656,95483,57252,104440,64178,54539
646.3236@10.487364,20230,21491,1,1,38169,39857,1,41964,41029,20324,29787,1,26070,24473,24536
388.1896@10.490799,92290,110852,139128,174406,196898,189505,131084,206850,103174,119837,137149,127177,128212,152770,129941
476.204@10.487582,17065,26592,22849,25786,26826,31315,17648,1,19291,1,17598,18745,1,33479,19122
432.1957@10.500363,46666,50909,58403,73206,1,1,1,54301,68682,1,69211,54722,50817,62743,51764
502.3134@10.507273,54192,46028,44717,30288,30289,31834,1,1,11359,21344,11553,1,14060,13773,1
652.3405@10.489692,18983,1,18425,39054,38693,26677,41172,25760,39235,25103,23894,1,21737,21120,23868
356.1811@10.508133,171697,174532,178569,187473,185473,190105,189789,194199,188398,189399,182377,188086,192823,179772,177228
451.1259@10.487857,19681,17873,21394,29892,15964,15313,18477,16255,10159,17080,1,13299,19488,15542,14082
438.1843@10.513929,23361,25096,22494,23834,23859,25312,23774,25156,25371,1,23390,21369,25854,25199,24308
168.115@10.5289,64871,51223,55051,14298,16898,1,1,1,1,26449,25035,22596,16773,1,20183
184.1463@10.536266,166334,135204,141393,300555,280054,282830,78275,81110,79678,100119,72997,95536,77114,80426,76268
156.1151@10.553584,59059,1,56710,46900,51139,52585,34625,27617,29190,1,64543,76423,1,37920,40454
272.1622@10.563833,102056,96466,78660,24127,1,20684,34609,1,28688,91502,61981,80551,1,60929,49641
190.1025@10.5702505,49894,34169,1,69915,69618,72867,1,1,33024,36188,34053,32496,43138,51212,52869
202.1569@10.5792,186162,154146,152336,52208,45498,55606,66507,58447,60988,121335,82687,113826,87096,94610,90097
228.1361@10.590934,144553,145261,101214,78108,72146,74009,73894,82739,78561,192282,135119,129688,87510,87888,99526
244.1682@10.606615,143917,134308,129485,1,57720,1,74097,64547,69089,96246,95307,92202,82688,67315,84958
374.194@10.609385,40569,34446,33054,18350,16278,17721,26469,21291,22108,20507,12910,16491,1,11735,1
332.2201@10.613066,242164,216177,202180,76066,91620,91167,110794,114364,103235,197266,139023,182274,200145,180033,146144
254.1512@10.620466,91674,83019,86310,28822,27043,29183,32073,32833,34206,38257,28714,31791,31291,40712,34566
