Sample,1_01,1_02,1_03,2_01,2_02,2_03,3_01,3_02,3_03,5_01,5_02,5_03,6_01,6_02,6_03
335.3619@14.294213,49004,1,99635,31920,43504,42552,33111,35272,47045,16780,45162,80446,35865,27530,31442
335.2818@14.294201,4249393,6152718,6489586,3128458,3819377,3809911,3138642,3378678,3724319,2075551,4039381,5741519,3270356,2940825,3060989
2012.307@14.2925005,1,53308,63214,65076,64898,83290,97537,80351,53440,1,73204,80369,1,64194,66934
1022.7097@14.297067,80206,76840,60151,70611,67727,137418,118440,27378,25436,72812,37203,62509,138345,47330,62406
1028.7701@14.2977295,42675,1,48613,33659,43472,37586,34091,52302,1,60384,1,38055,27601,1,78595
468.3214@14.2754545,246481,248207,272763,422222,1,256156,1,246665,1,990669,166534,217230,1188992,1,239873
674.4596@14.29575,26108,21837,20157,1,21899,27197,13881,20795,1,1,24137,38791,16596,20458,19580
468.3815@14.2982,3206291,1634698,3087489,3478567,3353299,3455082,3313626,3154994,3129238,2490455,2794465,3914390,3008141,3039644,3017752
2007.3538@14.298667,44388,79748,78505,62870,54480,58087,92889,47354,61930,48529,43866,45829,73267,52865,51544
577.32@14.302899,1,1,1,28808,27407,27601,24663,23602,28060,27055,1,33555,25281,24146,1
1044.7499@14.299466,114538,93682,111422,114315,116135,127428,110446,116065,117143,144044,92916,152153,107349,116158,104603
692.7734@14.2987,30484,23872,1,18210,26491,25783,11266,25288,30584,1,1,50159,15469,1,1
1924.2548@14.30254,121231,1,88128,139356,109931,103674,1,148058,121548,174768,118171,142906,112032,137731,154057
484.2868@14.279999,58700,69172,69597,55325,56044,59696,50659,68124,80924,1,39947,44404,50274,77752,54563
1880.2292@14.296643,171878,33812,172631,203116,191749,178377,182614,203358,180659,215942,1,207531,194181,232602,228406
691.1202@14.30593,52516,55773,42211,36075,35334,38690,36279,44205,1,30194,31471,62760,38641,43748,53480
678.0981@14.305501,37831,25489,31278,33147,34708,38740,1,41723,41101,34586,29863,45977,37269,36605,27598
1836.2032@14.305453,197051,1,1,249812,254341,238399,224757,230017,212318,273401,183311,215901,1,253206,1
616.0922@14.307334,79287,107344,114370,1,63899,65727,1,62969,70635,55585,1,81911,19891,72120,67706
648.7468@14.305201,53087,38912,46250,38445,51576,54165,29258,51589,51752,33146,30919,64021,50054,57328,52612
661.7692@14.303867,73557,56284,82539,52164,56810,66667,40536,46766,49371,69221,50960,84337,73476,60811,77540
1973.2384@14.300727,50822,1,1,52277,64410,1,67888,1,50010,78285,49233,63542,45147,56230,85477
1875.2725@14.305454,72990,1,147118,1,113520,122028,109884,104081,1,156382,116075,135803,1,135297,117930
1919.2983@14.303832,60635,101054,1,103597,70173,111430,1,90910,78700,95815,1,89186,105219,120175,106598
1831.2465@14.306801,150305,1,1,162124,150220,1,169327,141264,1,156881,119986,159360,1,176050,149552
604.721@14.306998,57922,36610,46257,34579,41070,43809,32126,47673,46717,33666,30713,56842,44749,44948,52488
647.0943@14.306667,62989,81844,67757,57671,65874,65240,51734,75509,65428,55192,52448,87572,60550,71574,69338
590.0455@14.307131,48829,37980,39592,29049,39065,43848,25352,43044,40895,27932,26365,47911,41883,43832,42641
630.7679@14.307272,80434,99546,100015,55656,64533,63867,1,59087,1,54856,1,78369,53343,1,66434
603.0681@14.307334,75107,81705,94786,58865,60547,73934,56034,60806,65691,59291,48461,82651,71598,68610,65109
560.6937@14.307866,31914,27888,24310,24657,28156,31163,19131,27246,30434,25738,16615,28934,32868,30775,36405
573.7173@14.308267,59589,60341,63803,33306,46329,47939,46175,48891,51361,37526,27808,46695,56484,56557,54721
559.0417@14.307071,44693,50543,48381,1,42410,45120,39968,36172,41699,34655,23284,39358,55750,49348,48857
1699.1685@14.308289,283040,1,440102,251398,274046,243048,308924,263779,277399,277704,193784,215034,383877,327550,290474
634.0721@14.307534,58544,37547,36797,33934,52331,43821,40509,50792,50322,44316,34386,58566,31584,55353,48530
1748.1508@14.306365,364504,1,1,348240,329003,349149,342665,1,1,318481,252576,341225,384791,451329,418760
502.2596@14.302668,28070,29319,22213,20820,19744,27214,22130,33716,23689,21639,17357,26432,26350,27986,16433
676.7801@14.3071,1,1,1,30428,47876,49022,1,1,44088,34559,36603,46399,39993,25936,44618
1743.195@14.307273,239442,1,1,252241,250414,241214,278397,230958,1,248531,1,221730,320258,299113,283886
1709.0814@14.307728,250238,1,141352,212152,1,224426,167576,190970,215659,1,137500,231942,230296,1,254100
1929.2123@14.300307,77688,52645,61355,90788,71926,111527,95892,1,97908,119655,72701,95150,116094,1,103578
1841.1592@14.306545,1,79233,112960,141439,1,159039,1,122607,127524,146847,1,110777,134683,164953,181103
1682.1425@14.307901,1,1,1,448121,415759,465579,411349,450119,1,423457,1,384236,523448,547335,526023
1787.2205@14.300357,194150,35861,1,204753,184682,180382,205408,186700,167149,211008,136360,176344,217724,206152,203626
633.0877@14.3101,1,1,1,19159,26104,32975,24203,25411,29191,20135,1,31527,31945,36495,1
1655.1418@14.308545,358738,1,1,308665,313022,330818,344932,1,310664,1,212662,283218,410951,366807,356747
1753.1085@14.301466,196176,108426,123213,175784,184139,191274,145358,164414,17338,169073,136257,199583,176712,204340,234318
1660.0991@14.308751,484668,1,1,401440,399025,415892,405523,368455,427735,1,269000,416790,490316,513987,554578
1665.0562@14.309468,317556,192240,211749,242423,269105,273652,223726,253517,277432,225009,175091,239316,285002,328045,325402
562.3487@14.311267,191939,168593,155119,119729,83437,68806,111527,131247,120833,144965,90226,149613,107233,90818,106847
1523.0645@14.312751,423768,711686,717532,1,1,341693,383874,1,360098,262066,213400,287506,480694,430367,429669
1506.0378@14.313333,796030,667460,75297,638106,630889,666854,675490,691537,702359,549912,389845,550462,838889,858641,845124
968.7199@14.311384,36737,30884,31924,16245,36012,27856,1,32716,35491,1,32450,65885,19978,21634,22218
1483.9944@14.31523,702504,1,1,510833,541325,566407,533976,573275,563829,422813,323505,447478,693449,685579,705847
731.0046@14.313668,100763,75928,72175,108399,83059,95721,109943,99746,86895,107225,51620,48563,145211,137519,127689
794.4798@14.316732,608637,587970,576474,148084,182143,171666,227794,248483,276236,179420,228476,403117,309916,288073,331818
1565.0457@14.319332,49702,42448,38388,40452,163443,40556,47261,45903,42635,53223,34974,32073,421620,47140,42591
1417.9857@14.317385,853075,88108,86546,680933,656541,667975,655565,731852,1,98727,1,561922,905783,944492,155242
298.2505@14.314334,70858,96128,94357,98051,84748,95719,100045,87504,90910,114016,132050,274485,87182,86883,84636
1477.0056@14.317333,1,41993,1,190196,1,195033,203897,190267,200250,150088,119073,21809,251574,216272,226325
280.2404@14.318929,1,112821,108296,85362,109212,87339,122424,103075,102717,229725,104079,190421,123668,110215,106352
1435.0114@14.318002,472520,1,1,333877,339567,349580,395781,348269,361090,272435,211183,286043,514065,437621,445411
1637.1145@14.317924,132075,132437,1,115383,108133,104755,134030,130425,1,253522,142802,130049,129334,134193,122352
596.3586@14.321071,99814,42966,75590,95213,81916,99178,97502,94520,59558,112267,69117,99318,1,100197,71839
294.354@14.326933,71719,62268,63808,31140,62267,67513,46496,71896,84188,9852,47717,182180,46509,49526,55072
1390.9857@14.321167,402001,681763,709377,281540,1,1,372462,314205,311720,210468,188029,251921,1,414601,398363
800.5289@14.322272,767902,641352,594410,49058,1,404266,1,475115,1,1,596912,745433,477248,479685,52943
1373.9594@14.320667,758361,95971,102517,130256,604032,112336,618325,598694,669560,443483,363026,464487,825131,824677,831367
1329.9325@14.324734,696246,108977,104631,527768,531150,533314,534984,572837,574040,411050,73286,452505,739739,717650,728051
710.8022@14.3277,23734,1,26563,1,25854,21767,1,25480,28876,13487,1,24662,34942,1,29296
1422.9417@14.319072,86318,38925,1,81712,384277,426699,38090,399632,33408,79805,44670,58656,88561,122645,96834
650.4579@14.3195,18966,17162,16443,1,18837,18537,1,16211,21217,1,16875,29654,15784,14725,18551
656.9249@14.3259115,95245,1,56185,40122,1,65665,55014,1,1,42104,35371,62688,79427,93836,89740
1302.9329@14.327334,271195,461662,497449,191379,216745,186422,235866,207128,224691,151819,107190,139113,362452,266614,270911
1285.9065@14.328072,617311,581298,578668,450840,457774,484028,479640,473053,507439,1,270625,376331,645715,650150,174765
656.4239@14.325701,154698,1,115582,90760,1,128409,94655,1,1,1,79907,129571,129232,161624,159905
294.2552@14.329534,6331515,2351869,5873811,3799197,4987548,1657546,4215008,1979248,6263434,1789759,4870493,3514899,4417516,4356647,4827790
244.2187@14.328401,54887,60261,62163,39951,47299,48142,41267,46595,59460,20318,48712,87745,47094,42286,44656
262.2322@14.322534,3160025,4145039,4346042,5503666,4489987,4729638,5329658,4482700,3029495,5907264,168286,338774,4795379,2781364,3020919
681.1169@14.3278,31098,36319,38958,1,32930,23068,20876,26452,36264,1,1,29795,1,37162,1
372.3234@14.336901,1,1,1,60667,48547,70771,55950,1,75718,1,94966,17452,13064,21540,31007
739.8184@14.332923,40694,47601,32688,1,38246,18019,25597,38410,47439,26694,1,42557,49279,45391,38324
325.298@14.3305,29704,40857,38906,21230,23998,21426,22268,28391,27170,14713,1,36480,24928,24095,22821
1241.8802@14.332141,493089,471775,459315,1,459476,94725,348370,109144,381658,105664,194700,261649,511937,686108,153384
1258.907@14.331499,237074,483846,381214,117743,126155,126859,197025,122198,177245,1,83141,113387,201080,175571,152113
392.2232@14.329713,98663,77554,78865,56670,1,88018,65527,78117,93342,31272,73615,118184,61868,65488,72989
354.2879@14.332866,602986,420613,378642,459049,524196,484313,477344,587456,583139,273438,537210,767575,489907,451610,506830
311.2819@14.331533,2926270,4274367,4751451,2054797,2475690,2371050,2527741,2615502,2923285,1061717,2338656,3672731,2426030,2260469,2281979
920.7134@14.331572,57434,53776,57362,38739,47082,46851,43300,55374,63204,1,42235,88020,37364,41790,46569
1290.8607@14.331917,68955,36425,1,1,49590,56328,57593,54870,54324,56687,32758,29286,1,95005,83557
1214.883@14.334733,111956,250239,264176,74388,90294,103113,90185,99315,103449,62851,66699,79251,148159,141435,147272
651.7652@14.326601,29042,20810,27610,1,1,25343,1,27008,26365,1,1,14419,22651,14700,31533
626.4593@14.336572,23640,18499,90991,142543,469292,24718,20080,451855,24129,319234,1,26401,226311,19767,24402
1170.8533@14.324266,184218,280755,318547,138151,197080,124951,122690,158064,111335,88535,29891,68712,177112,159787,74112
587.9052@14.342287,86059,81129,88597,54452,59668,60081,58397,58642,1,42655,34318,58448,81953,80710,80554
1197.854@14.339539,382660,109627,353714,251238,1,280261,242098,281304,295861,216335,151156,67421,393003,1,127113
1246.836@14.334866,349094,34385,41959,98645,222426,247785,218913,95441,264206,44397,141413,28362,290546,132587,352907
1202.8086@14.340749,70091,40983,46705,60891,81108,1,140862,61024,188712,1,30035,31057,78655,89461,1
1158.7827@14.350429,77100,51211,49044,94312,43088,1,48760,61462,59649,51309,77149,37706,80766,139799,85290
424.3904@14.357818,1,12804,10837,12949,1,1,12009,12959,14073,13162,19505,12269,1,12527,10637
848.5104@14.337199,1,27906,34768,27525,1,1,20779,1,16511,55901,25511,26877,1,21358,18784
1109.7998@14.354429,58021,72457,76076,1,55229,57746,61901,49229,48199,56248,33170,38175,66942,85152,67339
627.1881@14.357214,21441,1,20842,23758,20334,15215,20302,22447,25015,22087,21477,16639,16590,19432,13462
406.3796@14.359098,1,11213,15746,1,13210,1,14899,18371,13777,13654,17530,15758,1,13262,1
442.4006@14.360143,32324,1,41217,52523,44280,35445,53447,50188,51902,60416,73379,53655,51480,47701,51167
412.3471@14.361835,93508,71463,81862,95951,80528,1,82583,105106,1,85899,93100,103473,88589,73753,1
728.4713@14.360832,607451,1,44048,1,145023,158689,1,223254,236088,183120,197290,424103,307472,248714,276966
70.0784@14.364636,37773,47116,1,46435,45078,45229,1,44975,48005,46960,41702,37281,42594,1,1
412.2578@14.371499,6788588,5420290,5361546,1,1011354,6479910,5915189,5158542,1,1,6702918,7155044,5586519,6067937,5835084
488.2451@14.3653345,46968,37193,37876,58452,60873,58678,47706,64319,57317,58088,43480,40356,51530,61614,54567
1065.7731@14.361922,39652,52931,47314,34056,37748,35715,28029,35062,32381,31149,1,22924,35854,1,48845
510.3191@14.3661995,188134,138910,130458,194545,193635,173616,231787,229018,214901,173507,152717,149572,208318,220703,233877
148.0157@14.3648,362050,404582,431656,390218,338751,377612,377481,361616,383205,378091,374012,341129,367258,370161,358848
421.3188@14.365001,64526,103932,83352,70736,47782,65886,72332,63640,64499,71765,1,67290,64636,63411,55806
278.1512@14.364667,122106,118726,146259,144643,114710,120739,133722,126624,134022,120169,162956,124991,135134,120329,113638
166.0263@14.365001,41949,50957,52053,49418,42407,45409,49928,45276,41410,52653,46096,43934,40014,44171,41455
435.3345@14.365534,299632,1301802,758132,382277,401812,291010,423382,395865,368712,495251,423043,346920,422427,296363,313822
206.1663@14.3756,21728,20558,22587,21949,21839,22555,29346,16279,23593,29939,23055,28027,28222,33165,22542
723.5774@14.368732,107222,92558,89908,122662,97156,117888,112764,104893,116938,123956,119459,92535,103699,109524,105189
693.5305@14.3698,117521,84409,83059,153265,107692,137589,144983,117214,117071,152767,123940,82539,119578,126814,109784
559.2361@14.367067,34739,23322,20798,38473,30173,36915,33215,35344,38276,42044,39585,30238,34156,37468,32320
371.3499@14.394857,16217,14262,11621,21172,1,20692,11265,15462,21543,30620,19583,11430,30180,18953,10011
311.3182@14.373999,1023908,953660,970149,968552,766937,1000402,976152,945994,1025735,780988,1131022,1054659,988040,1036075,830235
356.3765@14.37593,21413,82231,52229,19029,20178,23938,27997,21046,1,31048,24649,24530,27845,19966,19655
242.1876@14.374999,49938,1,69539,58658,44410,54978,60868,46247,58674,66840,49856,47253,65048,67604,59253
504.417@14.400917,126938,153109,71658,1,42317,137949,1,95469,128675,110245,49364,80592,67372,1,122910
224.1774@14.377066,95205,85072,966115,69903,810873,64266,90662,72721,73461,1053443,1883028,814438,148498,1319168,1020388
612.4949@14.362357,73842,60624,195789,52335,169640,41607,60531,42648,1,28270,58302,158571,68921,173351,54447
540.4382@14.392667,89115,113208,118779,139714,109336,98807,107813,97956,88112,116252,89845,655866,120103,105383,166456
429.234@14.386275,28972,26859,1,33968,41316,35193,1,35341,32847,39634,62940,36911,1,1,25915
659.4623@14.387544,1,123770,1,94749,88787,1,1,90736,78103,194855,133222,78031,86018,145706,97236
260.1985@14.3855,31215,48368,47333,42149,31637,39962,51898,1,41371,47571,36504,41952,44473,45284,46132
666.5187@14.391183,1,1,33027,80595,58139,74785,49957,52344,65920,73586,194651,86763,1,1,21245
400.2153@14.394846,25180,27537,15850,40519,33977,1,29971,35404,38517,41117,87118,38223,20248,18048,1
522.428@14.400132,175735,189846,186912,228325,171284,177965,190242,188630,188598,228727,182604,193098,145345,151291,161409
284.2713@14.394533,128364,136313,109991,216356,77556,174845,145416,142093,157856,201321,471967,168607,81842,93825,92135
382.2403@14.395534,135391,105833,93072,145941,132147,149898,94010,118341,140792,138765,287220,189064,77768,81356,86466
298.2867@14.3942,62555,82313,62893,95196,66095,84123,61155,69850,76883,81715,161039,81593,44162,48593,45702
442.2706@14.394533,51211,48624,39275,72228,59003,65123,57366,53916,65856,71775,130829,78757,39358,38636,40923
2021.3676@14.395308,37398,85824,84379,33102,29991,1,35262,1,58380,54901,55283,76392,64496,46442,44033
864.5234@14.397084,27560,18932,17321,1,1,1,22816,17959,25841,31242,25342,26461,22031,23465,23981
2031.273@14.398201,34214,1,1,45929,29836,34105,1,63729,44523,65317,59381,59733,36869,1,1
2026.3218@14.398429,99475,74392,55157,66992,49750,85799,71678,69692,79409,102871,62809,95357,1,52208,86975
250.1927@14.396866,77361,105043,109361,115294,78281,100955,98182,86619,76115,127718,104672,71436,86457,84157,80698
1977.3378@14.393693,50779,63429,84594,52644,47074,51980,50562,58585,18203,65563,48940,67055,1,1,49125
950.5583@14.398309,370328,1,236511,252232,160928,217594,341544,1,321379,561587,363607,330008,312839,347551,306515
668.0947@14.397916,27286,15006,21750,34007,31141,39142,26417,29678,32550,41495,1,44348,1,1,30002
560.4055@14.289401,2011598,1,2364298,2850913,1,187985,2710057,1,747552,1,1,99345,2224359,2540900,2257639
566.4545@14.403231,778713,697470,769855,957889,320802,143240,934637,1,160767,1030097,400468,485273,137491,900599,1
1893.2142@14.401584,251228,268065,230551,1,236477,1,291643,1,296886,303217,275098,231354,315389,339183,324214
734.4228@14.405615,121906,73426,1,1,38354,39058,61595,69161,70322,107984,59744,61296,63629,51167,44304
1938.2697@14.396583,1,1,126867,142035,159519,160031,164264,134752,143673,1,140100,150161,32397,162758,167203
416.2901@14.40375,87013,52993,69634,49661,1,81607,42655,54848,37512,1,1,24500,96177,78204,96752
682.7705@14.40675,1,17785,17364,25852,20192,33870,29087,1,29582,27669,14885,29483,24927,1,30378
1943.2308@14.402667,89898,49221,1,1,60015,82049,62090,76772,97175,87731,76044,93220,1,115329,87745
1933.3147@14.401999,1,1,156197,87009,90592,101586,107924,84300,94027,1,89929,101018,106003,1,104620
426.3712@14.405637,1,369024,1,693258,1,646373,714208,552895,631530,1,11221,556487,398566,698195,731399
1987.2559@14.394499,40955,1,1,49305,39865,37840,30558,40685,1,54181,1,42330,1,36697,38799
681.1171@14.404769,38618,39886,43783,40302,37931,46085,40696,40264,36849,57155,1,46401,1,38574,45683
612.4361@14.410538,480298,378196,472609,289692,240870,255455,431360,155716,1,417710,1,195147,265121,287741,244856
1850.2186@14.4077,181671,1,1,213210,235496,212355,181307,224445,220881,1,1,206390,266895,1,244255
1855.1754@14.405716,166745,1,70974,110672,79800,150125,130466,80466,140631,150102,115009,143143,133072,163868,164209
486.4031@14.411067,40812,80468,35678,94403,52245,45705,83885,59040,63924,102541,33836,33750,49314,52344,87234
593.3987@14.4142,44744,1,1,1,23359,37336,52745,46043,32675,1,1,38788,76654,45685,48667
638.7436@14.407999,33577,17352,22325,30700,25514,36421,36145,28417,31143,43336,21875,38893,33579,39430,41994
443.3972@14.409467,53702,84776,88557,70760,63859,62358,76019,61505,63476,78478,69601,55002,65677,71066,63289
650.1145@14.405909,53987,87802,85650,1,46324,41704,62324,45652,1,1,46052,40989,1,74684,54657
651.766@14.406935,51284,54755,53721,58228,64021,49675,69066,44036,46657,59835,36376,51164,59593,70559,48751
470.3968@14.409801,432323,57369,59836,63685,48827,437389,75419,63498,64865,76105,202960,65890,186816,184661,58354
415.3658@14.4115,29343,133213,98629,80791,556056,86567,38774,388822,51306,41772,1,39866,31499,30088,80584
1801.235@14.409357,167561,1,265240,178638,154199,175749,172909,157729,154662,167121,122795,163417,207810,196569,185685
695.7923@14.405001,22425,26208,27118,19778,23617,20936,45715,35163,45672,29759,20350,27556,26249,30987,28581
637.0904@14.408786,1,55828,60915,59926,49895,64522,62818,44881,58176,58173,43187,58361,62866,58843,67961
1811.1501@14.409693,108184,1,1,122078,90820,128454,100239,122540,123679,116889,85973,127354,126414,152902,140588
1757.2096@14.411467,197239,300015,332200,185348,196500,187870,219151,159610,187592,171833,148660,148991,245926,239160,230755
620.7634@14.40875,35597,69892,76742,54514,26352,1,57035,1,49847,58084,1,27150,72220,65057,59054
370.3081@14.411401,1696706,1962200,2575079,3694720,2.95E+07,4176673,1356388,2.28E+07,2099144,1594059,2039205,2647464,1422915,1085236,4276710
444.3577@14.410215,28605,48808,37794,41752,38153,32192,69571,37356,51431,33048,1,29648,35147,31626,43308
804.0508@14.417249,31172,17818,1,27582,27676,24634,26172,22871,26827,25481,1,22245,33336,33424,1
1762.166@14.41225,290539,262926,271421,279587,274751,293134,281092,261764,1,253295,199114,246693,1,335334,1
773.8402@14.42877,35212,22258,50919,1,38432,50626,55569,43377,48225,39069,1,27689,48678,70336,58309
607.7399@14.411668,42424,56209,68314,48081,1,45090,1,46032,1,45349,28202,43972,58087,62808,51483
387.3345@14.4142,126281,215355,275220,241360,1488940,281330,91040,1175547,128886,99688,129398,179402,103285,70739,260534
594.7164@14.413383,27710,13261,19178,21541,1,29846,24117,21708,28351,22773,1,20113,25662,30277,33048
1767.1228@14.413333,152816,84271,90874,107109,1,150656,116952,138530,160570,135137,96854,127899,1,1,163258
1713.184@14.414332,204717,299214,336764,183141,185662,189133,1,1,206195,1,133237,182256,263561,244845,225612
624.0685@14.41,34883,18247,18887,28985,29509,34235,30771,28633,28755,34039,20045,25634,36006,44428,36981
511.4229@14.421201,81066,98989,93022,83064,49433,90230,86543,60175,74294,91429,76279,72965,70794,74864,65711
258.1872@14.340083,15663,20628,16833,29389,43556,27805,26093,29728,16034,1,1,20054,25142,1,30021
408.3601@14.4107685,12700,64959,46194,11591,12666,17223,47617,13701,15733,57702,1,23443,13843,14052,1
1723.0989@14.416076,165469,86695,82446,144338,142809,168186,137676,144111,1,129161,1,163683,171402,198311,210161
493.087@14.419133,77750,80890,66565,84744,62848,103182,104520,44742,45139,87848,47568,134204,69507,52505,46936
516.163@14.418785,32335,132684,61956,31282,36117,40133,52210,21331,17631,47269,1,43011,36675,23641,16915
1679.0709@14.420099,204026,1,92661,163415,1,160375,1,158977,140048,134400,109951,160698,1,214220,1
475.097@14.418283,107415,153884,137387,99673,142216,141058,127928,89888,60529,101140,58766,264142,1,72797,69611
404.3642@14.4122,39757,41775,37881,40346,27233,30953,39528,23826,38278,32395,45987,37424,31332,29997,33486
593.0647@14.413928,41802,54563,58241,47096,42001,42581,41018,39578,43979,43014,1,36787,55148,55725,50729
470.2185@14.417153,48637,96127,73404,39276,1,70974,61830,39949,17675,36761,1,232628,31002,18733,21568
470.0971@14.418065,6152682,8886730,8043010,5525144,8791198,8004659,7209971,5695841,3284906,5530190,3445835,1.73E+07,4877451,3496442,3759691
1392.9312@14.433667,215687,1,1,20256,126188,171600,20168,175022,188599,148932,1,44845,205629,75130,85726
782.0387@14.420418,48018,1,36875,43763,40678,39715,36744,34628,44137,1,17930,25300,1,57520,53686
580.0421@14.415998,26516,1,1,21103,17389,22102,1,19033,1,24511,1,18359,26241,31169,27191
1652.131@14.418,41433,342332,1,379528,1,50231,1,359136,446893,54027,287429,315416,454705,494142,474384
472.3524@14.421467,197418,181031,188624,273088,89883,223582,221295,157862,184082,465490,235253,215520,116567,307796,190930
1625.1322@14.41991,226090,1,1,1,1,180888,262887,208834,199430,192357,147014,183653,204598,256318,231448
1586.0614@14.424308,407734,1,1,371396,339030,373760,378033,376609,390813,337143,212865,272541,406292,425310,476778
1476.027@14.4295,457180,1,66942,1,346645,377351,1,360064,381906,1,1,46236,495773,494122,90923
1581.1042@14.424142,200175,387860,1,167848,222014,245031,266924,160557,238346,187492,129149,209481,316450,320072,263206
1480.9833@14.426501,249317,1,1,1,180868,191784,196039,45427,219221,184515,60351,167579,235158,287764,309454
1537.0795@14.427077,252294,1,442619,216736,200000,205224,257127,198127,212261,177647,1,161936,290498,299144,256661
375.3132@14.431726,26458,50634,47452,1,17170,26523,17867,1,22279,1,1,35554,28073,22178,16542
1431.9991@14.433616,80204,25599,24856,1,64659,1,71662,19837,19752,270427,166965,34084,89498,95342,28714
404.3034@14.433932,459193,324474,298659,167990,184142,272077,226134,187921,302543,193721,383254,509533,269398,222778,268962
361.298@14.4348,2599059,3402380,3886737,1001480,1174841,1460252,1119357,1115985,1799583,680254,1970941,3164201,1612640,1514493,1532442
1546.998@14.4285,234850,1,1,158750,168189,190511,177936,170205,197176,1,1,131828,192639,231473,1
344.2713@14.436714,2628469,2183153,2279466,1,1085688,1380753,929483,1108920,1858137,657865,2178713,3713963,1382245,1231461,1462254
511.2607@14.428666,12995,31654,33277,27265,1,61875,62373,1,60810,55627,47986,67035,1,55964,66276
1493.0511@14.432078,232053,1,1,205516,229938,220496,236445,197108,232318,166713,129481,171220,271276,308846,277050
1449.0272@14.437167,208735,1,1,166831,175226,154428,196731,172005,184783,153628,1,146319,234476,232334,218761
1387.9751@14.438847,372388,88141,1,295020,297921,67825,340346,303850,78475,254174,1,215781,412665,420098,436797
420.3581@14.440533,29809,28874,34081,60855,33464,31293,45874,54862,58873,55188,79553,43450,59754,46939,49719
1405.0005@14.442571,184727,1,340396,140189,136448,137941,181444,147871,157783,128414,98682,131268,200743,210806,198554
380.3653@14.443933,45271,37799,34755,40562,31969,28509,40799,41641,46964,38140,61155,45833,35103,34914,35616
759.1657@14.439908,1,28499,52925,14147,1,59423,46742,29108,1,19733,1,34291,53493,73779,63899
1321.9043@14.455728,173791,170083,169052,1,1,137462,140924,146370,138318,1,79543,138057,197430,186125,1
1316.9484@14.455464,94276,162999,156968,99546,76798,74805,91315,70686,70519,67071,53661,75399,129538,95972,93187
1326.8606@14.4717,66646,41077,1,42472,58076,1,1,45910,47204,1,26366,48132,63695,23924,1
1277.8785@14.461714,105298,118817,114959,69629,95008,89979,113047,89350,1,58562,53405,78844,109641,136468,119856
1008.5999@14.466642,362338,316527,245323,352083,246941,277455,349877,326740,307300,745886,395832,369279,252138,294339,1
1233.8512@14.467916,52080,60534,64582,40892,1,44210,46137,46100,48128,1,1,39186,62996,68692,69197
1118.9788@14.467307,37501,28464,1,32705,51566,45707,44271,49238,55582,1,59699,83479,36544,34924,45160
1003.6448@14.465866,142480,204073,131910,165309,97786,131271,188784,129640,117549,338856,168320,151448,108537,134765,108874
270.2557@14.472066,3308642,3279217,3091556,2499908,3113553,2928826,2554924,3759549,4189356,1519045,4176166,7711660,2657235,2603618,3066041
922.5528@14.460999,1,1,1,32391,23329,21792,31609,29068,23483,74595,36675,26064,1,18050,20531
287.2822@14.472332,378556,512415,514959,360818,386734,363585,403136,428971,460517,215596,447281,629850,353687,345154,348057
1238.8047@14.46646,35383,1,19092,28000,37512,24840,29463,21782,25386,18316,1,34352,50666,45004,40372
848.7151@14.470181,12957,1,1,11875,17576,22043,1,22261,19871,1,15648,23751,18107,17574,18180
330.2882@14.47407,124018,106010,79511,139285,169974,123289,160623,144778,188896,88072,142498,187644,1,140375,115332
428.2449@14.473384,42816,38972,36847,41551,1,43727,33030,40036,46308,1,41540,60864,36808,34138,36822
494.3971@14.5025015,409372,219402,187946,318078,537942,750686,255641,203571,441016,297399,433831,551320,1,376978,544804
484.3524@14.48654,33644,35368,30120,1,49637,25244,31316,34986,18792,1,29577,27826,31899,42712,35716
368.2239@14.474799,30527,28080,23899,24624,31462,28725,23601,33524,37180,17002,34442,48140,21692,28047,31814
474.3704@14.421462,403508,436387,537558,99567,1,408905,440727,74811,76580,1,97588,180437,79653,448469,449421
320.2713@14.479467,648383,2722983,740487,1307563,1776635,1786330,1596034,2299218,2834314,1057733,2759760,5662082,1842607,2019732,460582
715.1395@14.470727,24619,62031,1,40756,17788,1,77997,1,15199,42077,44630,73009,1,46953,47935
337.2979@14.481933,2141104,2781441,3225726,985448,1420840,1333543,1488765,1608161,1980144,855332,1917999,3371700,1773665,1569987,1643171
1124.8138@14.482583,80850,70875,71112,39460,76667,41615,33631,1,1,54619,1,46270,38058,36581,73878
380.3035@14.483465,323440,264610,235540,141798,209946,213988,186228,241013,274443,198928,254760,426064,260249,215325,243817
964.5738@14.485915,1,1,145882,108965,88573,96962,148808,135512,137023,235700,1,150060,143311,153570,142005
702.1169@14.480999,32081,11023,21580,30869,1,35449,26298,1,33045,35124,1,46944,19339,31210,24388
685.7882@14.494285,43899,58051,64750,44360,54197,70409,47210,59653,68362,39070,36965,74625,44494,48260,1
729.8149@14.4876995,46811,54769,1,1,1,39418,46444,1,45088,36101,39936,51659,44312,1,41980
520.4124@14.522819,453654,443168,426167,646445,513976,549765,520000,387155,421104,1,1,250966,1,1,246149
351.3134@14.486642,29368,43084,35217,16212,21218,1,19785,22740,23545,17261,27955,35073,24508,23073,21882
568.4703@14.502855,638969,487200,138351,807253,767717,107045,107893,155187,108283,765897,1,65899,133892,839625,101767
648.3944@14.493454,146608,139363,124852,74682,87440,83357,1,58403,79379,40266,1,30574,1,60023,1
