Sample,1_01,1_02,1_03,2_01,2_02,2_03,3_01,3_02,3_03,5_01,5_02,5_03,6_01,6_02,6_03
759.5771@15.482997,1.94E+07,2.68E+07,1.68E+07,3.42E+07,1,1.95E+07,3.54E+07,4.67E+07,4.27E+07,3.31E+07,4.44E+07,3.73E+07,2.54E+07,2.82E+07,3.35E+07
827.7489@15.502637,61784,52373,112586,41688,1,75211,48174,23959,1,1,1,18176,63596,58799,63314
1273.8531@15.467273,1,45662,67727,76164,80865,1,80195,84895,87561,164163,1,139914,1,81726,105600
1150.462@15.469099,1,44644,38827,56582,47882,39933,51141,1,40567,1,1,52786,48829,44202,1
1257.5277@15.4696665,74323,79986,56907,128995,99490,91647,112707,114743,102631,133702,40387,124430,90200,96243,109563
1364.9227@15.471599,1,1,1,106599,99499,80933,1,101571,105390,115338,51089,138816,43230,1,73084
1395.9294@15.458165,58671,1,51008,1,58075,84552,67692,26686,69646,79611,44727,131192,38160,38687,1
1486.9963@15.438999,41108,82283,96215,62221,33524,1,65361,70992,80583,87786,52103,106639,52872,9641,1
1487.3333@15.501248,1,1,1,64706,57823,31687,53944,75665,74707,88637,58534,103965,43502,28792,53074
1365.2563@15.475166,1,27783,1,119167,74397,92706,77398,112348,103520,142923,64899,140284,61248,33271,1
2036.3677@15.4789095,1,1,1,106350,99580,108613,96213,72658,56774,1,35857,73109,85771,88727,86281
1243.1832@15.475866,45644,61500,52614,95737,88718,68554,106840,69892,74872,136535,26148,63205,56240,70101,106396
1857.073@15.503637,107820,186103,150219,1,1,44823,206704,1,187878,208555,1,189498,165606,185781,162675
1381.2546@15.483,52242,1,55392,30095,1,80033,57958,104304,75336,91155,63692,131602,51910,48444,74491
2058.38@15.486456,1,68229,99088,115917,114365,121440,1,1,76581,134429,1,72615,117093,133205,112129
871.5397@15.488358,73347,73104,89319,45950,53158,63400,40509,30896,31600,39304,1,35079,79337,73374,72129
1631.159@15.479093,1,1,1,204577,191122,219451,299958,263942,208019,531172,339675,607073,1,254806,239511
1350.2476@15.478545,1,1,41172,105247,107689,76638,1,110265,102994,131577,67476,117596,74790,1,83701
1244.5032@15.476908,48444,49537,68115,76648,73978,96576,82384,1,67176,129361,28698,67570,1,1,1
1137.4395@15.476214,36632,45086,33049,45085,36969,41871,40512,34147,32433,46223,1,38118,49460,45713,51253
2017.336@15.4736,1,1,121002,97563,54379,21491,78273,120257,1,186417,1,45745,138484,1,134901
1228.1724@15.482462,1,79241,59246,116030,103133,86936,106925,85092,88073,21738,1,85971,31302,88063,93673
1350.5844@15.479286,66088,33794,34718,120399,90997,93876,102665,65841,108256,149983,76053,139449,29223,1,96171
2061.3638@15.476307,101491,42964,87552,62315,86869,117514,50036,49148,51514,1,1,73953,49971,56004,103346
1335.5709@15.483538,1,76762,1,111084,108680,90185,109461,101355,107049,130515,71733,119613,77946,79386,97530
910.0006@15.471414,1,46200,74005,32437,34775,87329,38647,23819,1,47171,1,31575,51678,38268,55216
1337.2273@15.484599,61824,70315,38965,70822,1,1,68173,1,71715,108776,1,99619,1,51835,51594
1457.9814@15.481167,1,1,1,73030,60000,36361,72756,77722,74336,96531,51591,117951,21281,46036,33218
892.1897@15.464499,1,30614,64220,33410,28800,42424,32242,18618,1,19192,1,29452,16009,73537,55462
1228.5109@15.484249,1,80601,73063,104575,71895,66400,1,71289,81462,78497,1,60890,91527,63053,89980
948.2235@15.474091,1,40855,42200,1,33612,59886,37210,27111,1,34559,1,16305,63965,29983,22287
1443.3064@15.489728,1,1,1,88771,36140,65193,76677,84237,98812,108740,70299,119917,1,58012,65357
1569.17@15.502267,939356,1566246,726965,1254638,1370945,773821,1357862,2780698,3576143,1402209,3913133,2638093,1555894,1005818,1045594
1443.6404@15.445084,1,1,1,40698,58949,36818,47783,61916,55033,79947,41682,72698,25356,33855,44722
857.3526@15.457183,84689,88311,55096,47688,31046,57222,47196,23663,26547,1,1,14810,1,1,58701
1322.5525@15.492454,47521,70090,45773,1,51800,74444,82159,71700,68425,112500,1,84918,72739,1,1
1321.231@15.490999,66854,71433,42650,96863,102824,63396,92668,107061,100548,129882,53381,136122,77386,94666,65585
1428.295@15.492229,1,41801,37728,80860,84546,45432,78080,79190,1,115670,65126,109188,45109,59332,69843
743.5821@15.513668,508519,726682,502075,585948,596369,501880,743546,951345,984409,715658,1035186,1198306,497117,576146,599851
1809.2216@15.5049,1,157647,1,1,37251,1,92954,15455,34613,67101,1,24151,215105,87034,69974
1428.6309@15.4946375,1,33104,1,95673,83655,1,90693,92788,87690,117432,69894,118554,55557,42299,1
797.5919@15.5105715,210678,308396,183990,1,916500,312637,370208,422965,435659,463799,405891,477085,272557,314011,320521
1429.9515@15.4946,36364,1,45851,52098,48117,1,47245,56523,60569,89918,1,79006,52989,1,1
1306.5577@15.495714,1,51776,31494,110385,110024,98302,85497,73882,93364,126129,34069,76616,54124,89774,60426
831.553@15.506467,46302,56995,65230,28699,30052,36404,44091,34390,33541,53599,20979,53346,46245,34090,50446
1306.2203@15.496,35777,67523,78345,107443,103116,84848,102853,108172,97246,122841,48285,117242,82467,84019,97241
1199.1569@15.495084,1,52206,41302,39950,57963,56179,84887,64593,1,55288,1,51613,56282,47519,61662
809.5923@15.510202,1.34E+07,1.66E+07,1.10E+07,1.59E+07,1.57E+07,1.28E+07,1.22E+07,1.52E+07,1.56E+07,1.66E+07,1.57E+07,1.72E+07,1.26E+07,1.21E+07,1.14E+07
865.514@15.510667,1,48958,39522,40221,1,40392,34256,34233,29219,1,25723,29843,37520,39503,46378
925.5337@15.514182,66926,61075,66200,69463,78312,1,1,67823,1,79386,1,78857,56397,57322,60293
1291.5455@15.501182,68730,85244,56929,44581,109995,1,42739,1,110762,126496,46081,123633,1,99359,1
1093.4106@15.486307,22531,27374,25784,1,21772,28953,26190,16591,42309,25494,1,17386,19070,32728,31355
1413.9539@15.499078,1,29516,1,37300,80636,37657,29922,92510,81926,125094,59278,132142,44857,33808,59045
866.1747@15.4918,42639,53252,79973,1,1,60275,19881,74148,1,27499,1,14298,77182,62287,1
847.5398@15.516572,352689,332629,355286,288797,263971,360177,215931,187343,140388,269813,1,184613,274953,288366,293553
978.5514@15.514923,79774,95399,96528,111066,112941,1,1,61657,82149,99300,76144,79655,92958,79411,99756
1293.2008@15.504181,58796,69133,1,1,65247,57913,1,68768,60962,1,36069,79309,81170,60350,59518
1184.1469@15.502287,63986,80295,62876,81402,75489,85459,67094,71313,64394,91746,1,71803,79571,69436,84565
907.5723@15.5129175,1,112814,81296,128240,124239,134472,126133,106369,66975,1,50156,82029,69562,125002,1
1186.4607@15.429833,81725,1,1,89572,43838,101490,65773,31893,35189,39781,42399,35379,43526,80796,1
1399.2787@15.504538,1,60276,46812,40363,94621,50572,38393,88423,41224,1,59645,115039,66860,75626,52910
1400.5994@15.504399,47824,1,52744,44770,1,48728,1,1,58182,71403,47710,76128,50784,1,42015
1507.0254@15.5584,54118,1,77471,64406,49197,49224,1,1,1,62517,34429,39451,50760,49845,1
921.8117@15.494461,67194,29528,52083,54390,16890,49291,41928,1,47182,32049,1,15641,63768,45734,42030
2273.5024@15.5071,99913,88424,1,111953,65616,97594,1,69594,1,1,23973,36102,71420,1,111575
1278.5262@15.510364,67898,73094,1,68322,68600,1,63078,66452,58748,82732,40158,66935,1,60476,1
1384.6031@15.511616,1,59812,1,95118,86245,71116,93984,59665,40150,118491,29821,79673,58342,76968,55704
1506.6781@15.545083,66907,57417,1,53670,48180,47063,48171,55088,63691,74846,58949,76177,1,39684,1
1277.206@15.50875,1,1,35009,104343,66144,73552,92734,37441,96340,77376,33880,98857,47582,51650,1
994.8563@15.582901,32514,1,25019,20783,37749,1,36938,1,24101,1,28409,19372,29597,1,20084
2087.9004@15.4864,1,83199,1,1,172249,1,79762,72262,73782,1,33500,102196,163043,131391,92294
893.8541@15.49477,88389,61322,80835,37908,48734,75502,46575,37887,23314,39946,1,24362,1,59482,49211
1385.9237@15.514501,61999,1,1,94248,53033,61178,73867,63450,94660,1,46273,81394,1,1,48567
1171.4595@15.510428,43300,40491,34277,43512,36761,26656,40010,44455,37163,52352,1,34728,44895,51731,47142
1262.5345@15.514999,1,44537,1,67377,68259,31306,100563,65165,78587,63556,46111,100427,1,84652,1
1371.2491@15.518001,54431,1,37610,89178,54715,69064,75251,60411,71046,70853,42312,74305,1,1,61032
1492.0048@15.522274,1,1,1,53488,57040,29624,51712,67316,69458,86791,62472,91690,1,39659,26172
2251.489@15.523547,79078,1,1,105620,56651,114277,104227,1,71069,99583,18222,42299,111640,1,43077
1369.9279@15.515416,32941,54621,1,99703,53710,74044,82554,1,91776,104839,1,120060,34471,49979,77381
1155.1311@15.491917,104687,60996,1,46789,1,118316,43493,32764,37476,41677,1,31113,43968,52872,60399
1156.4517@15.519166,33286,35499,33239,43087,32947,34912,1,30739,33955,39388,1,34283,35694,38465,1
784.6455@15.524155,911057,1372445,1,1271175,1297363,963421,859770,1074611,1258039,1268915,2042417,2334973,1059157,1,1015912
2065.3877@15.506274,94047,83021,90295,1,1,114954,120631,67520,67910,156238,1,89464,1,103509,102777
1477.3268@15.538362,48788,1,57222,67992,37034,1,60370,70584,46739,84785,23928,92181,1,1,43455
2042.888@15.5647,1,56080,83707,1,130572,1,1,71333,1,154545,41659,65929,69698,63458,50334
1462.3127@15.531401,1,59102,1,68104,58854,49919,59219,78691,68634,1,67258,87539,1,33836,1
1247.5234@15.520751,65382,69676,1,106334,85197,77842,72925,43044,90612,1,43259,88414,71599,1,102051
882.8503@15.512899,60974,35974,59072,1,29773,1,42702,1,1,37511,1,19334,52193,52091,40430
1355.2548@15.521584,35811,44558,50842,97274,64882,1,92845,87388,93565,107021,1,108790,37722,1,45721
1249.1733@15.523167,1,43941,1,65231,1,56710,87796,54957,61325,64593,32111,64530,58362,53036,65422
1462.6506@15.533274,1,42512,1,69117,58138,48251,59768,64219,78169,78707,71880,93474,1,52499,1
1340.5793@15.527715,56542,64180,1,99141,89034,77950,84014,87057,57446,98003,64999,108046,62113,69483,52805
1545.1699@15.538144,432087,870122,454923,1168684,1226238,684831,1330973,2114462,2570209,1186799,3446319,1786085,1,1005348,1011995
1341.8973@15.528702,34995,54949,52128,87728,1,65300,1,70959,1,70220,1,81495,48444,44897,1
1140.1204@15.526273,57028,47688,1,54326,50823,46448,1,1,37173,50581,1,41515,62322,65802,31161
1447.9788@15.528693,38252,43533,1,67005,58897,52128,55008,78953,78059,80983,70312,95916,1,32935,52474
1340.2404@15.524915,1,1,1,100053,96838,29040,90199,98437,95831,82632,59703,101117,69453,67681,49270
1233.179@15.529358,59584,47197,30930,66862,34706,45232,79910,56208,53289,1,50788,55933,41297,37412,60657
1234.501@15.529416,1,54486,32643,1,46238,1,53755,53465,51428,55385,31400,53911,40437,51511,53335
1432.9622@15.527909,39398,1,43901,69950,52675,56859,47691,66920,71185,67798,74051,98530,1,1,1
2182.4604@15.533365,63323,1,62820,78873,64862,1,85490,61824,59064,92597,41614,78770,1,1,82707
1327.2233@15.534072,58883,45366,36187,1,62149,51976,54825,56818,61120,68483,42266,74352,43834,72399,54453
1433.3009@15.533916,1,28746,1,67348,66437,58235,67351,74248,75759,73689,69960,88993,1,45450,30405
1218.1686@15.536637,1,47022,1,75225,81710,76866,1,73273,68033,75076,37984,63331,64499,1,90774
1418.6238@15.53875,1,1,1,76981,58427,61432,62434,78163,49079,93481,70178,107313,48052,57708,58051
729.5671@15.537726,1,35672,19630,50365,61460,43636,48363,43477,54325,1,134005,43620,1,1,25393
1311.2269@15.5400715,55888,41255,1,99200,55901,78932,53524,83212,79903,99046,40295,92392,41396,74550,58563
1205.4822@15.544077,38860,1,26950,38249,34758,32162,36024,38513,30144,40445,27006,39585,1,37885,38538
1205.1473@15.5445385,1,49546,35423,55898,54682,42199,1,32515,42136,55115,25937,39886,43979,51496,45629
866.5792@15.553533,105959,37096,59014,53073,93847,49948,87924,99762,48109,71499,63184,172067,114953,82001,41116
1296.5544@15.545768,61253,45177,33530,1,84890,24586,1,61763,58315,68119,42602,74941,60804,52077,50906
1497.0017@15.563272,73874,36246,1,28991,40522,70610,1,1,1,38643,41453,43170,45580,33555,62849
1817.725@15.437636,173772,1,177261,1,127344,171562,37290,30151,87911,1,1,25208,194221,158274,117552
1403.9493@15.544798,1,48392,1,1,1,56560,60170,60285,81039,55143,69053,77592,1,52437,42816
810.661@15.553533,1685685,2539104,2200795,3068704,3066924,2371787,1936962,2500893,3278012,2538457,5815249,5596006,1628359,1930575,2093480
2116.4224@15.575198,1,33170,78029,1,79809,98134,1,1,73824,80329,43414,92950,1,38888,75797
2276.0342@15.5058,35087,71300,1,35391,85757,71374,99730,1,1,118995,1,104070,1,91931,27531
1975.3342@15.532201,1,1,86572,135779,131590,47051,1,32807,1,49805,1,125696,56096,137795,53558
785.7918@15.561769,1,132021,1,123580,127164,93696,154404,241702,222766,154842,235759,199472,91043,122903,131255
1190.4742@15.551309,1,1,25496,34236,38505,38563,33053,35894,33787,28515,18019,37625,31637,39365,39839
859.7708@15.545728,55285,36274,71120,31344,82232,1,39552,58647,55125,74803,1,22158,1,93575,1
1390.9288@15.553833,39653,43673,27374,45704,62877,34590,42748,66904,45866,81292,1,77897,36304,1,1
1189.153@15.538539,42096,35445,1,58713,33304,33764,39987,37381,32010,138530,1,48744,40041,42748,41847
1389.2755@15.55225,1,1,1,71005,73926,56608,43533,75922,103074,82368,73024,104347,55186,58888,58565
2394.7307@15.5720005,139604,1,129831,171280,263669,204104,1,275650,278200,1,163561,211331,183332,1,1
1283.1974@15.555499,54485,39923,39396,62945,1,57608,48543,62255,62559,1,37643,70836,44162,1,74491
860.1723@15.537153,53606,26899,52033,47138,27699,48276,39395,30379,23513,1,1,22964,40730,48982,33661
1390.5983@15.553584,69345,37637,1,50706,55669,41160,1,68012,62844,74907,44209,68180,39694,1,35061
1513.0057@15.576401,43126,1,1,28539,28878,27989,37469,1,30192,42427,1,55369,46774,40748,1
848.6042@15.559858,87644,116034,105872,106227,103183,111806,80019,1,91210,104103,83596,141231,188838,84314,89314
903.9975@15.556077,87847,33606,1,32536,43831,68831,66805,51210,29759,52418,1,63759,69814,62230,37553
988.4289@15.594699,33297,41110,1,38625,1,35203,59768,30750,1,75110,1,49159,90004,1,74192
785.5927@15.570866,2.03E+07,3.05E+07,2.09E+07,3.60E+07,3.74E+07,3.00E+07,3.63E+07,5.25E+07,6.09E+07,4.00E+07,5.30E+07,4.93E+07,2.90E+07,3.66E+07,3.50E+07
933.0172@15.597,1,49063,34548,27555,61060,1,1,43935,83074,37572,1,36933,1,68487,41883
1590.6663@15.518909,172709,1,53092,102011,36294,58741,1,178299,55959,90487,77837,90650,1,112585,1
1281.5428@15.5515,1,1,51761,96008,76313,1,74791,74981,72341,1,1,93212,70093,78565,92594
2345.0632@15.4517,40061,34258,1,57742,52399,1,40122,119561,1,1,31765,177862,31152,46454,1
1375.9216@15.559637,49589,35738,34120,28201,56165,1,1,56239,75305,1,52494,58765,1,50063,54814
979.8486@15.578199,31239,1,28587,61252,47774,54592,27461,42136,1,104449,1,20710,1,19553,1
1374.6003@15.557916,1,52609,1,67906,75938,40426,39820,72399,99037,85764,68813,78556,1,68904,58008
1625.096@15.538403,45561,210427,44762,111585,141790,111129,428228,81283,103991,90998,56495,327671,137224,150169,157010
813.1424@15.539693,43248,32491,49706,30283,40331,56318,24857,21940,27863,1,1,27776,46995,55536,36982
1268.5247@15.56025,37465,34143,30464,51488,54310,44322,55302,1,1,54012,36499,63975,1,50730,43163
807.561@15.571334,48343,52506,1,69732,79327,60835,61996,1,83437,1,60088,74356,49246,62756,82987
1174.1414@15.557908,39908,1,1,43243,1,45434,49593,46324,46569,43010,29091,34260,1,55707,54774
841.5142@15.572332,88323,118799,100053,120075,108156,87480,118329,141949,140488,107140,97089,106741,76036,100620,121682
1176.4652@15.467198,78686,1,54880,80737,1,15656,19183,84376,1,93734,1,21314,1,23443,83394
851.1665@15.548771,61778,34576,52609,79196,93481,55099,33774,1,50962,68101,1,30085,53752,58110,48545
924.4096@15.596201,63950,49394,28669,43776,111361,31660,52640,1,1,120845,42890,42093,1,1,1
1267.2004@15.559713,1,34186,26320,70305,44345,50173,41947,47371,49456,77920,32576,44281,42156,38764,54963
942.2229@15.518383,28950,28020,33749,32156,45986,36903,20207,1,42511,47480,1,37935,30610,55521,34487
898.5374@15.575667,1,57966,1,1,85516,43305,100932,115732,122554,64190,81850,89294,69312,83594,64117
1933.3055@15.558499,1,81838,1,100984,71568,1,122424,1,82416,111679,39297,63617,1,87037,95516
885.8534@15.564083,1,28991,31366,37797,24178,33806,30307,47036,1,23890,1,21786,24331,24468,31236
1361.2458@15.566181,1,43051,1,61918,1,47296,52590,68601,62081,69920,1,60078,35898,51730,43494
1252.1941@15.567499,1,46529,1,67846,60517,64445,1,66910,1,64539,48586,63213,1,59706,55840
955.8978@15.567,51130,72926,68099,70900,57324,65203,55279,1,51228,51503,1,25338,1,1,68980
824.1563@15.590001,58726,70154,43486,44581,1,25868,1,1,1,21737,1,14948,24103,83660,32771
883.5723@15.585267,88440,442992,28061,449200,506001,422046,63118,465413,33371,431260,194994,270467,566357,577213,60531
897.9959@15.523801,1,55590,1,85168,37736,109315,53027,30458,65842,66061,1,38778,86700,1,1
1346.574@15.5632,37745,36005,1,45593,54366,48876,1,50577,64378,66891,1,50142,22450,1,1
1161.456@15.567749,21763,1,1,18450,17192,20704,18781,18379,21072,25182,1,19370,24567,22009,19891
1793.2166@15.585231,161359,138481,86680,268784,109139,189634,1,96929,88066,164930,44652,82560,98206,1,121783
833.754@15.561749,58392,1,1,78432,60010,95784,36903,58725,25573,78705,1,29574,58880,55272,52584
823.5405@15.583571,757932,832241,789044,697377,779249,778063,905431,1,716965,727439,324505,567585,790958,822336,835371
889.1898@15.543462,57734,39497,55866,28239,41393,25709,52146,1,1,80313,21092,36440,80702,41068,44702
1239.5063@15.57546,20977,23344,23612,27852,23593,28366,20047,35734,31491,1,27775,32309,31139,32988,1
953.8322@15.5824175,1,1,44700,58372,45642,63503,74175,41173,48979,71914,18233,36262,1,42200,66443
824.9474@15.562601,90286,1,40872,1,26564,63048,1,1,28804,24835,1,22747,58828,30856,44838
1924.0793@15.592083,17855,36216,39774,54230,28002,1,51935,53192,49115,66206,1,16839,52862,38394,1
2031.35@15.575399,41638,1,57220,68927,1,77759,44406,72443,1,43555,1,49435,1,68928,112760
888.7946@15.607273,80207,41687,1,84755,33701,1,78573,1,60781,93312,28428,31572,1,49186,54162
880.1856@15.549272,78435,39114,44684,53933,45792,90427,34397,1,39647,94104,1,46964,1,1,63898
815.9455@15.5427,70642,63452,46286,30237,1,44982,1,1,27019,1,1,29698,62806,46322,54987
2143.9363@15.514499,86230,71339,1,88463,114197,62555,92325,1,108794,1,87127,150924,1,75396,1
772.6453@15.590909,69826,1,99739,1,151725,95784,94775,1,148634,241444,728096,591467,98826,105772,1
2009.3387@15.583,35825,1,1,47541,74642,82305,44275,57271,1,50336,29352,43983,39206,62112,156841
2372.7002@15.526357,95456,60384,101397,85530,80406,94716,186405,34279,57677,86921,1,53173,107271,61696,151422
